时间,烟气层,CO,透光,1D,0.5D,辐射3,1.5D,1-1,1-2,1-3,1-4,1-5,1-6,1-7,1-8,1-9,1-10,1-11,1-12,1-13,1-14,1-15,1-16,1-17,1-18,1-19,1-20,1-21,1-22,1-23,1-24,1-25,1-26,1-27,1-28,1-29,1-30,1-31,1-32,1-33,1-34,1-35,1-36,1-37,1-38,1-39,1-40,2-1,2-2,2-3,2-4,2-5,2-6,2-7,2-8,2-9,2-10,2-11,2-12,2-13,2-14,2-15,2-16,2-17,2-18,2-19,2-20,2-21,2-22,2-23,2-24,2-25,2-26,2-27,2-28,2-29,2-30,2-31,2-32,2-33,2-34,2-35,2-36,2-37,2-38,2-39,2-40,3-1,3-2,3-3,3-4,3-5,3-6,3-7,3-8,3-9,3-10,3-11,3-12,3-13,3-14,3-15,3-16,3-17,3-18,3-19,3-20,3-21,3-22,3-23,3-24,3-25,3-26,3-27,3-28,3-29,3-30,3-31,3-32,3-33,3-34,3-35,3-36,3-37,3-38,3-39,3-40,4-1,4-2,4-3,4-4,4-5,4-6,4-7,4-8,4-9,4-10,4-11,4-12,4-13,4-14,4-15,4-16,4-17,4-18,4-19,4-20,4-21,4-22,4-23,4-24,4-25,4-26,4-27,4-28,4-29,4-30,4-31,4-32,4-33,4-34,4-35,4-36,4-37,4-38,4-39,4-40,layer1_mean,layer2_mean,layer3_mean,layer4_mean
0.0,,392.0,0.0186,0.317,0.311,-0.02,0.177,57.0,56.0,55.0,55.0,59.0,61.0,60.0,57.0,60.0,62.0,58.0,55.0,57.0,58.0,57.0,56.0,54.0,53.0,54.0,53.0,53.0,53.0,52.0,52.0,51.0,50.0,51.0,49.0,,,54.0,53.0,52.0,51.0,,,58.0,55.0,55.0,53.0,55.0,54.0,53.0,53.0,59.0,57.0,57.0,56.0,56.0,54.0,53.0,53.0,56.0,55.0,56.0,56.0,55.0,54.0,53.0,54.0,55.0,54.0,55.0,55.0,54.0,53.0,52.0,53.0,54.0,53.0,53.0,53.0,54.0,52.0,51.0,52.0,52.0,50.0,51.0,51.0,53.0,53.0,52.0,52.0,54.0,53.0,52.0,53.0,53.0,53.0,51.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,50.0,50.0,53.0,52.0,51.0,51.0,50.0,50.0,49.0,50.0,51.0,49.0,50.0,50.0,48.0,49.0,48.0,50.0,50.0,48.0,47.0,48.0,47.0,48.0,47.0,48.0,51.0,49.0,48.0,48.0,46.0,46.0,46.0,47.0,49.0,46.0,45.0,45.0,44.0,44.0,44.0,44.0,49.0,44.0,44.0,43.0,40.0,39.0,40.0,41.0,44.0,38.0,41.0,40.0,,,,,,,,,54.97222222222222,53.9,50.95,44.84375
1.0,,392.0,0.0193,0.283,0.329,-0.02,0.144,57.0,56.0,55.0,55.0,59.0,61.0,60.0,57.0,60.0,62.0,57.0,55.0,57.0,58.0,57.0,56.0,54.0,53.0,54.0,53.0,53.0,53.0,52.0,52.0,50.0,50.0,51.0,49.0,,,54.0,53.0,52.0,51.0,,,58.0,55.0,55.0,53.0,55.0,53.0,53.0,52.0,59.0,56.0,57.0,56.0,56.0,54.0,53.0,53.0,56.0,55.0,56.0,56.0,55.0,54.0,53.0,54.0,55.0,54.0,55.0,55.0,54.0,53.0,52.0,52.0,54.0,53.0,53.0,53.0,54.0,52.0,51.0,52.0,52.0,50.0,50.0,51.0,53.0,53.0,52.0,52.0,53.0,52.0,52.0,53.0,53.0,53.0,50.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,50.0,50.0,53.0,51.0,51.0,51.0,50.0,50.0,49.0,50.0,51.0,49.0,50.0,50.0,48.0,49.0,48.0,50.0,49.0,48.0,47.0,48.0,47.0,48.0,47.0,48.0,50.0,48.0,47.0,47.0,46.0,45.0,45.0,47.0,49.0,46.0,45.0,45.0,44.0,43.0,44.0,44.0,49.0,44.0,44.0,43.0,40.0,39.0,40.0,41.0,45.0,38.0,41.0,40.0,,,,,,,,,54.916666666666664,53.775,50.825,44.65625
2.0,,391.0,0.0197,0.283,0.371,-0.02,0.124,57.0,56.0,55.0,55.0,59.0,60.0,59.0,57.0,59.0,62.0,57.0,55.0,57.0,58.0,57.0,56.0,54.0,53.0,54.0,53.0,52.0,53.0,52.0,52.0,50.0,50.0,51.0,49.0,,,54.0,52.0,52.0,51.0,,,58.0,55.0,55.0,53.0,54.0,53.0,53.0,52.0,59.0,56.0,56.0,55.0,55.0,54.0,53.0,53.0,56.0,54.0,56.0,56.0,55.0,54.0,53.0,53.0,55.0,54.0,55.0,54.0,54.0,53.0,52.0,52.0,54.0,53.0,53.0,53.0,54.0,52.0,51.0,52.0,51.0,50.0,50.0,51.0,53.0,52.0,52.0,52.0,53.0,52.0,52.0,53.0,53.0,53.0,50.0,52.0,52.0,51.0,51.0,52.0,52.0,52.0,50.0,50.0,53.0,51.0,51.0,51.0,50.0,50.0,49.0,50.0,51.0,49.0,50.0,50.0,48.0,49.0,48.0,49.0,49.0,47.0,47.0,47.0,47.0,47.0,47.0,48.0,49.0,47.0,47.0,47.0,46.0,45.0,45.0,47.0,49.0,46.0,45.0,45.0,44.0,43.0,44.0,44.0,49.0,44.0,43.0,43.0,40.0,39.0,40.0,41.0,45.0,38.0,41.0,40.0,,,,,,,,,54.77777777777778,53.575,50.65,44.53125
3.0,,391.0,0.0197,0.308,0.359,-0.02,0.151,57.0,56.0,55.0,54.0,59.0,60.0,59.0,57.0,59.0,62.0,57.0,55.0,57.0,58.0,56.0,55.0,54.0,52.0,54.0,53.0,52.0,53.0,52.0,51.0,50.0,50.0,51.0,49.0,,,54.0,52.0,52.0,51.0,,,57.0,54.0,55.0,53.0,54.0,53.0,53.0,52.0,58.0,56.0,56.0,55.0,55.0,54.0,53.0,53.0,56.0,54.0,55.0,55.0,55.0,54.0,53.0,53.0,55.0,53.0,55.0,54.0,54.0,53.0,52.0,52.0,53.0,52.0,53.0,53.0,53.0,52.0,51.0,52.0,51.0,49.0,50.0,51.0,53.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,50.0,51.0,52.0,51.0,51.0,52.0,51.0,52.0,50.0,50.0,52.0,50.0,50.0,50.0,50.0,50.0,49.0,50.0,51.0,48.0,50.0,49.0,48.0,49.0,48.0,49.0,49.0,47.0,47.0,47.0,47.0,47.0,47.0,48.0,49.0,47.0,47.0,47.0,46.0,45.0,45.0,47.0,49.0,46.0,45.0,45.0,44.0,43.0,44.0,44.0,49.0,44.0,43.0,42.0,40.0,39.0,40.0,41.0,45.0,39.0,41.0,40.0,,,,,,,,,54.583333333333336,53.375,50.4,44.53125
4.0,,391.0,0.0204,0.33,0.371,-0.025,0.137,57.0,56.0,55.0,54.0,59.0,60.0,59.0,56.0,59.0,61.0,56.0,55.0,57.0,58.0,56.0,55.0,54.0,52.0,54.0,53.0,52.0,52.0,52.0,51.0,50.0,50.0,51.0,49.0,,,54.0,52.0,52.0,50.0,,,57.0,54.0,55.0,53.0,54.0,53.0,53.0,52.0,58.0,56.0,56.0,55.0,55.0,54.0,53.0,53.0,55.0,54.0,55.0,55.0,55.0,54.0,53.0,53.0,55.0,53.0,55.0,54.0,54.0,53.0,52.0,52.0,53.0,52.0,53.0,53.0,53.0,52.0,51.0,52.0,51.0,49.0,50.0,50.0,53.0,52.0,51.0,52.0,52.0,51.0,52.0,52.0,53.0,52.0,50.0,51.0,52.0,50.0,51.0,51.0,51.0,51.0,50.0,50.0,52.0,50.0,50.0,50.0,49.0,50.0,49.0,50.0,50.0,48.0,49.0,49.0,48.0,49.0,48.0,49.0,48.0,46.0,47.0,47.0,47.0,47.0,47.0,47.0,48.0,46.0,47.0,47.0,46.0,45.0,45.0,47.0,48.0,45.0,45.0,44.0,43.0,43.0,44.0,44.0,49.0,44.0,43.0,42.0,40.0,39.0,40.0,40.0,46.0,39.0,41.0,40.0,,,,,,,,,54.44444444444444,53.325,50.125,44.3125
5.0,,391.0,0.0209,0.313,0.365,-0.02,0.137,57.0,56.0,55.0,54.0,58.0,60.0,59.0,56.0,59.0,61.0,56.0,54.0,57.0,57.0,56.0,55.0,54.0,52.0,54.0,53.0,52.0,52.0,52.0,51.0,50.0,50.0,50.0,49.0,,,53.0,52.0,52.0,50.0,,,57.0,54.0,55.0,52.0,54.0,53.0,53.0,52.0,58.0,56.0,56.0,55.0,55.0,54.0,53.0,53.0,55.0,54.0,55.0,55.0,55.0,53.0,53.0,53.0,54.0,53.0,55.0,54.0,54.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,51.0,52.0,50.0,49.0,50.0,50.0,52.0,52.0,51.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,50.0,51.0,51.0,49.0,51.0,51.0,51.0,51.0,50.0,50.0,51.0,49.0,50.0,50.0,49.0,49.0,49.0,49.0,50.0,47.0,49.0,49.0,48.0,48.0,47.0,49.0,47.0,46.0,46.0,47.0,46.0,47.0,47.0,47.0,48.0,46.0,47.0,46.0,45.0,45.0,45.0,46.0,47.0,45.0,45.0,44.0,43.0,43.0,44.0,44.0,48.0,44.0,43.0,42.0,40.0,39.0,40.0,40.0,46.0,39.0,41.0,40.0,,,,,,,,,54.27777777777778,53.225,49.8,44.125
6.0,,391.0,0.0304,0.274,0.382,-0.025,0.164,56.0,56.0,55.0,54.0,58.0,60.0,59.0,56.0,59.0,61.0,56.0,54.0,56.0,57.0,56.0,55.0,54.0,52.0,54.0,53.0,52.0,52.0,52.0,51.0,50.0,49.0,50.0,49.0,,,53.0,52.0,52.0,50.0,,,57.0,54.0,54.0,52.0,54.0,53.0,52.0,52.0,58.0,56.0,56.0,55.0,55.0,54.0,53.0,52.0,55.0,54.0,55.0,55.0,54.0,53.0,53.0,53.0,54.0,53.0,54.0,54.0,53.0,52.0,51.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,51.0,52.0,50.0,49.0,50.0,50.0,52.0,52.0,51.0,52.0,52.0,51.0,51.0,52.0,52.0,52.0,50.0,51.0,51.0,49.0,51.0,51.0,51.0,51.0,49.0,49.0,51.0,49.0,50.0,50.0,49.0,49.0,49.0,49.0,49.0,46.0,49.0,49.0,47.0,48.0,47.0,49.0,47.0,45.0,46.0,47.0,46.0,47.0,46.0,47.0,48.0,46.0,46.0,46.0,45.0,45.0,45.0,46.0,47.0,45.0,44.0,44.0,43.0,43.0,44.0,44.0,48.0,44.0,43.0,42.0,40.0,39.0,40.0,40.0,46.0,39.0,41.0,40.0,,,,,,,,,54.166666666666664,53.05,49.625,44.03125
7.0,,391.0,0.0414,0.27,0.365,-0.025,0.131,56.0,55.0,55.0,54.0,58.0,59.0,59.0,56.0,58.0,61.0,56.0,54.0,56.0,57.0,56.0,55.0,53.0,52.0,54.0,53.0,52.0,52.0,52.0,51.0,50.0,49.0,50.0,49.0,,,53.0,52.0,52.0,50.0,,,57.0,54.0,54.0,52.0,53.0,53.0,52.0,52.0,58.0,55.0,56.0,55.0,54.0,53.0,53.0,52.0,55.0,54.0,55.0,55.0,54.0,53.0,53.0,53.0,54.0,53.0,54.0,54.0,53.0,52.0,51.0,52.0,53.0,52.0,52.0,52.0,52.0,51.0,51.0,52.0,50.0,49.0,49.0,50.0,52.0,52.0,51.0,52.0,52.0,51.0,51.0,52.0,52.0,52.0,50.0,51.0,51.0,49.0,51.0,51.0,51.0,51.0,49.0,49.0,50.0,48.0,50.0,50.0,48.0,49.0,48.0,49.0,48.0,46.0,49.0,49.0,47.0,48.0,47.0,48.0,47.0,45.0,46.0,46.0,46.0,46.0,46.0,47.0,48.0,46.0,46.0,46.0,45.0,45.0,45.0,46.0,47.0,45.0,44.0,44.0,43.0,43.0,43.0,43.0,48.0,43.0,43.0,42.0,39.0,39.0,40.0,40.0,46.0,39.0,41.0,39.0,,,,,,,,,54.05555555555556,52.85,49.45,43.84375
8.0,,391.0,0.0437,0.274,0.365,-0.025,0.164,56.0,55.0,54.0,54.0,58.0,59.0,59.0,56.0,58.0,61.0,56.0,54.0,56.0,57.0,56.0,55.0,53.0,52.0,53.0,52.0,52.0,52.0,51.0,51.0,50.0,49.0,50.0,49.0,,,53.0,52.0,51.0,50.0,,,57.0,54.0,54.0,52.0,53.0,53.0,52.0,52.0,57.0,55.0,55.0,54.0,54.0,53.0,53.0,52.0,55.0,53.0,54.0,55.0,54.0,53.0,52.0,53.0,54.0,53.0,54.0,53.0,53.0,52.0,51.0,52.0,52.0,51.0,52.0,52.0,52.0,51.0,51.0,51.0,50.0,48.0,49.0,50.0,52.0,52.0,51.0,51.0,51.0,50.0,51.0,52.0,51.0,51.0,50.0,51.0,51.0,49.0,50.0,51.0,50.0,50.0,49.0,49.0,50.0,48.0,50.0,50.0,48.0,49.0,48.0,49.0,48.0,46.0,48.0,48.0,47.0,47.0,47.0,48.0,46.0,45.0,46.0,46.0,46.0,46.0,46.0,47.0,47.0,46.0,46.0,45.0,45.0,44.0,44.0,46.0,47.0,45.0,44.0,44.0,43.0,42.0,43.0,43.0,47.0,43.0,42.0,42.0,39.0,39.0,40.0,40.0,47.0,39.0,40.0,39.0,,,,,,,,,53.916666666666664,52.575,49.15,43.625
9.0,,391.0,0.0465,0.304,0.371,-0.025,0.171,56.0,55.0,54.0,53.0,58.0,59.0,58.0,56.0,58.0,61.0,56.0,54.0,56.0,57.0,56.0,55.0,53.0,51.0,53.0,52.0,51.0,52.0,51.0,51.0,50.0,49.0,50.0,49.0,,,53.0,52.0,51.0,50.0,,,56.0,53.0,54.0,52.0,53.0,53.0,52.0,52.0,57.0,55.0,55.0,54.0,54.0,53.0,52.0,52.0,54.0,53.0,54.0,55.0,54.0,53.0,52.0,53.0,54.0,52.0,54.0,53.0,52.0,52.0,51.0,52.0,52.0,51.0,52.0,52.0,52.0,51.0,50.0,51.0,49.0,48.0,49.0,50.0,51.0,51.0,51.0,51.0,51.0,50.0,51.0,52.0,51.0,51.0,50.0,51.0,50.0,48.0,50.0,50.0,50.0,50.0,49.0,49.0,50.0,48.0,49.0,50.0,48.0,48.0,48.0,49.0,48.0,46.0,48.0,48.0,47.0,47.0,47.0,48.0,46.0,45.0,45.0,46.0,45.0,46.0,46.0,47.0,47.0,46.0,46.0,45.0,45.0,44.0,44.0,46.0,46.0,45.0,44.0,43.0,43.0,42.0,43.0,43.0,47.0,43.0,42.0,42.0,39.0,38.0,39.0,40.0,47.0,39.0,40.0,39.0,,,,,,,,,53.75,52.425,48.95,43.46875
