时间,烟气层,CO,透光,1D,0.5D,辐射3,1.5D,1-1,1-2,1-3,1-4,1-5,1-6,1-7,1-8,1-9,1-10,1-11,1-12,1-13,1-14,1-15,1-16,1-17,1-18,1-19,1-20,1-21,1-22,1-23,1-24,1-25,1-26,1-27,1-28,1-29,1-30,1-31,1-32,1-33,1-34,1-35,1-36,1-37,1-38,1-39,1-40,2-1,2-2,2-3,2-4,2-5,2-6,2-7,2-8,2-9,2-10,2-11,2-12,2-13,2-14,2-15,2-16,2-17,2-18,2-19,2-20,2-21,2-22,2-23,2-24,2-25,2-26,2-27,2-28,2-29,2-30,2-31,2-32,2-33,2-34,2-35,2-36,2-37,2-38,2-39,2-40,3-1,3-2,3-3,3-4,3-5,3-6,3-7,3-8,3-9,3-10,3-11,3-12,3-13,3-14,3-15,3-16,3-17,3-18,3-19,3-20,3-21,3-22,3-23,3-24,3-25,3-26,3-27,3-28,3-29,3-30,3-31,3-32,3-33,3-34,3-35,3-36,3-37,3-38,3-39,3-40,4-1,4-2,4-3,4-4,4-5,4-6,4-7,4-8,4-9,4-10,4-11,4-12,4-13,4-14,4-15,4-16,4-17,4-18,4-19,4-20,4-21,4-22,4-23,4-24,4-25,4-26,4-27,4-28,4-29,4-30,4-31,4-32,4-33,4-34,4-35,4-36,4-37,4-38,4-39,4-40,layer1_mean,layer2_mean,layer3_mean,layer4_mean
0.0,,685.0,0.0194,0.453,1.027,-0.025,0.345,76.0,75.0,74.0,74.0,80.0,82.0,82.0,78.0,85.0,84.0,80.0,76.0,78.0,80.0,79.0,76.0,74.0,72.0,73.0,71.0,71.0,70.0,71.0,70.0,69.0,67.0,68.0,66.0,,,71.0,70.0,70.0,68.0,,,78.0,77.0,76.0,74.0,72.0,72.0,71.0,70.0,79.0,77.0,77.0,76.0,73.0,73.0,71.0,71.0,74.0,74.0,75.0,75.0,73.0,71.0,71.0,71.0,73.0,73.0,74.0,74.0,73.0,71.0,70.0,70.0,72.0,71.0,71.0,71.0,71.0,70.0,69.0,71.0,70.0,69.0,69.0,70.0,71.0,70.0,70.0,71.0,71.0,71.0,70.0,71.0,70.0,69.0,68.0,70.0,71.0,70.0,69.0,70.0,68.0,68.0,67.0,67.0,70.0,69.0,68.0,69.0,66.0,66.0,67.0,68.0,68.0,67.0,67.0,67.0,64.0,64.0,65.0,67.0,66.0,66.0,64.0,65.0,63.0,63.0,63.0,65.0,66.0,67.0,64.0,64.0,60.0,61.0,60.0,62.0,63.0,65.0,61.0,61.0,56.0,57.0,56.0,56.0,60.0,61.0,57.0,56.0,51.0,49.0,51.0,52.0,56.0,53.0,52.0,51.0,,,,,,,,,74.58333333333333,72.2,68.125,58.8125
1.0,,685.0,0.0185,0.414,0.944,-0.025,0.331,75.0,75.0,74.0,73.0,79.0,81.0,81.0,78.0,85.0,84.0,79.0,76.0,78.0,80.0,79.0,76.0,74.0,72.0,73.0,71.0,71.0,70.0,70.0,70.0,68.0,67.0,68.0,66.0,,,71.0,70.0,70.0,68.0,,,78.0,77.0,76.0,73.0,72.0,72.0,71.0,70.0,78.0,77.0,77.0,76.0,73.0,73.0,71.0,71.0,74.0,74.0,75.0,75.0,73.0,71.0,71.0,71.0,73.0,73.0,74.0,74.0,72.0,71.0,70.0,70.0,72.0,71.0,71.0,71.0,71.0,70.0,69.0,70.0,70.0,69.0,68.0,69.0,71.0,70.0,70.0,70.0,71.0,71.0,69.0,70.0,70.0,69.0,68.0,70.0,71.0,70.0,69.0,69.0,68.0,68.0,67.0,67.0,70.0,69.0,68.0,69.0,66.0,66.0,67.0,67.0,68.0,67.0,67.0,67.0,64.0,64.0,65.0,67.0,66.0,66.0,64.0,65.0,63.0,63.0,63.0,64.0,65.0,66.0,64.0,64.0,60.0,60.0,60.0,62.0,63.0,64.0,61.0,60.0,55.0,56.0,56.0,56.0,60.0,61.0,57.0,56.0,51.0,49.0,51.0,52.0,56.0,53.0,52.0,50.0,,,,,,,,,74.33333333333333,72.075,68.0,58.53125
2.0,,685.0,0.0192,0.397,0.867,-0.025,0.371,75.0,75.0,73.0,73.0,79.0,81.0,81.0,78.0,85.0,84.0,79.0,76.0,78.0,79.0,79.0,76.0,73.0,72.0,73.0,71.0,71.0,70.0,70.0,70.0,68.0,67.0,68.0,66.0,,,71.0,70.0,69.0,68.0,,,78.0,77.0,75.0,73.0,72.0,71.0,71.0,70.0,78.0,77.0,76.0,76.0,73.0,72.0,71.0,71.0,74.0,74.0,74.0,75.0,72.0,71.0,70.0,71.0,72.0,73.0,74.0,74.0,72.0,71.0,70.0,70.0,71.0,71.0,71.0,71.0,71.0,69.0,69.0,70.0,69.0,69.0,68.0,69.0,71.0,70.0,70.0,70.0,71.0,71.0,69.0,70.0,70.0,69.0,68.0,69.0,70.0,70.0,69.0,69.0,68.0,68.0,67.0,67.0,69.0,69.0,68.0,68.0,66.0,65.0,66.0,67.0,68.0,67.0,67.0,66.0,63.0,64.0,64.0,66.0,66.0,66.0,64.0,65.0,63.0,63.0,63.0,64.0,65.0,66.0,64.0,64.0,60.0,60.0,60.0,61.0,62.0,64.0,60.0,60.0,55.0,56.0,56.0,55.0,60.0,60.0,56.0,56.0,51.0,49.0,51.0,52.0,56.0,53.0,52.0,50.0,,,,,,,,,74.19444444444444,71.825,67.75,58.34375
3.0,,685.0,0.0241,0.431,0.85,-0.025,0.304,75.0,74.0,73.0,73.0,79.0,81.0,81.0,77.0,84.0,83.0,79.0,76.0,77.0,79.0,79.0,76.0,73.0,72.0,73.0,71.0,71.0,70.0,70.0,70.0,68.0,66.0,68.0,66.0,,,71.0,70.0,69.0,68.0,,,78.0,77.0,75.0,73.0,72.0,71.0,70.0,70.0,78.0,76.0,76.0,75.0,73.0,72.0,71.0,71.0,74.0,73.0,74.0,75.0,72.0,71.0,70.0,71.0,72.0,73.0,73.0,73.0,72.0,71.0,69.0,70.0,71.0,71.0,71.0,71.0,71.0,69.0,69.0,70.0,69.0,69.0,68.0,69.0,71.0,70.0,70.0,70.0,71.0,71.0,69.0,70.0,70.0,69.0,68.0,69.0,70.0,70.0,69.0,69.0,68.0,67.0,67.0,67.0,69.0,69.0,68.0,68.0,66.0,65.0,66.0,67.0,68.0,67.0,66.0,66.0,63.0,64.0,64.0,66.0,66.0,66.0,64.0,64.0,63.0,63.0,62.0,64.0,65.0,66.0,63.0,63.0,60.0,60.0,60.0,61.0,62.0,64.0,60.0,60.0,55.0,56.0,55.0,55.0,60.0,60.0,56.0,56.0,51.0,49.0,51.0,51.0,56.0,52.0,52.0,50.0,,,,,,,,,74.02777777777777,71.65,67.675,58.15625
4.0,,685.0,0.0249,0.448,0.814,-0.025,0.378,75.0,74.0,73.0,72.0,79.0,80.0,80.0,77.0,84.0,83.0,79.0,76.0,77.0,79.0,79.0,76.0,73.0,71.0,73.0,71.0,70.0,69.0,70.0,70.0,68.0,66.0,68.0,66.0,,,70.0,70.0,69.0,68.0,,,77.0,76.0,75.0,73.0,72.0,71.0,70.0,70.0,78.0,76.0,76.0,75.0,73.0,72.0,71.0,71.0,73.0,73.0,74.0,74.0,72.0,70.0,70.0,70.0,72.0,72.0,73.0,73.0,72.0,71.0,69.0,70.0,71.0,71.0,70.0,71.0,71.0,69.0,69.0,70.0,69.0,68.0,68.0,69.0,70.0,69.0,69.0,70.0,71.0,71.0,69.0,70.0,69.0,68.0,68.0,69.0,70.0,70.0,69.0,69.0,68.0,67.0,67.0,67.0,69.0,69.0,67.0,68.0,66.0,65.0,66.0,67.0,68.0,67.0,66.0,66.0,63.0,64.0,64.0,66.0,65.0,66.0,64.0,64.0,63.0,62.0,62.0,63.0,64.0,65.0,63.0,63.0,60.0,60.0,59.0,61.0,62.0,63.0,60.0,59.0,55.0,56.0,55.0,55.0,60.0,59.0,56.0,55.0,51.0,49.0,50.0,51.0,56.0,52.0,52.0,50.0,,,,,,,,,73.77777777777777,71.475,67.5,57.84375
5.0,,685.0,0.0262,0.495,0.897,-0.025,0.338,75.0,74.0,73.0,72.0,79.0,80.0,80.0,77.0,84.0,83.0,78.0,75.0,77.0,78.0,78.0,75.0,73.0,71.0,73.0,71.0,70.0,69.0,70.0,69.0,68.0,66.0,68.0,66.0,,,70.0,70.0,69.0,68.0,,,77.0,76.0,75.0,73.0,72.0,71.0,70.0,70.0,77.0,75.0,75.0,75.0,72.0,72.0,70.0,71.0,73.0,72.0,73.0,74.0,72.0,70.0,70.0,70.0,72.0,72.0,73.0,73.0,72.0,70.0,69.0,70.0,71.0,70.0,70.0,71.0,70.0,69.0,69.0,70.0,69.0,68.0,68.0,69.0,70.0,69.0,69.0,70.0,70.0,70.0,69.0,70.0,69.0,68.0,68.0,69.0,70.0,69.0,68.0,69.0,67.0,67.0,67.0,67.0,69.0,69.0,67.0,68.0,66.0,65.0,66.0,67.0,67.0,66.0,66.0,66.0,63.0,64.0,64.0,66.0,65.0,66.0,63.0,64.0,63.0,62.0,62.0,63.0,64.0,65.0,63.0,63.0,59.0,60.0,59.0,61.0,62.0,63.0,60.0,59.0,55.0,56.0,55.0,55.0,60.0,59.0,56.0,55.0,51.0,49.0,50.0,51.0,55.0,52.0,51.0,50.0,,,,,,,,,73.61111111111111,71.225,67.3,57.75
6.0,,685.0,0.0298,0.537,0.897,-0.025,0.325,74.0,74.0,72.0,72.0,78.0,80.0,79.0,76.0,83.0,83.0,78.0,75.0,77.0,78.0,78.0,75.0,72.0,71.0,72.0,70.0,70.0,69.0,69.0,69.0,67.0,66.0,68.0,66.0,,,70.0,69.0,69.0,67.0,,,77.0,75.0,74.0,72.0,71.0,71.0,70.0,69.0,77.0,75.0,75.0,75.0,72.0,72.0,70.0,71.0,73.0,72.0,73.0,74.0,72.0,70.0,70.0,70.0,72.0,71.0,73.0,73.0,71.0,70.0,69.0,70.0,71.0,70.0,70.0,71.0,70.0,69.0,69.0,69.0,69.0,68.0,68.0,68.0,70.0,69.0,69.0,69.0,70.0,70.0,69.0,70.0,69.0,68.0,68.0,69.0,70.0,69.0,68.0,69.0,67.0,67.0,67.0,67.0,69.0,68.0,67.0,68.0,65.0,65.0,66.0,66.0,67.0,66.0,66.0,66.0,63.0,64.0,64.0,66.0,65.0,65.0,63.0,64.0,62.0,62.0,62.0,63.0,64.0,65.0,62.0,63.0,59.0,60.0,59.0,61.0,61.0,63.0,59.0,58.0,55.0,56.0,55.0,55.0,60.0,59.0,55.0,55.0,51.0,48.0,50.0,51.0,55.0,52.0,51.0,50.0,,,,,,,,,73.16666666666667,71.075,67.175,57.53125
7.0,,679.0,0.032,0.576,0.826,-0.025,0.345,74.0,73.0,71.0,71.0,78.0,80.0,79.0,76.0,83.0,82.0,77.0,75.0,76.0,78.0,78.0,75.0,72.0,71.0,72.0,70.0,70.0,69.0,69.0,69.0,67.0,66.0,67.0,66.0,,,69.0,69.0,69.0,67.0,,,76.0,75.0,74.0,72.0,71.0,71.0,70.0,69.0,77.0,75.0,75.0,75.0,72.0,71.0,70.0,71.0,73.0,72.0,73.0,73.0,71.0,70.0,69.0,70.0,72.0,71.0,73.0,73.0,71.0,70.0,69.0,69.0,70.0,70.0,70.0,70.0,70.0,68.0,69.0,69.0,69.0,67.0,67.0,68.0,70.0,69.0,69.0,69.0,70.0,70.0,68.0,69.0,69.0,68.0,67.0,69.0,70.0,69.0,68.0,69.0,67.0,67.0,66.0,66.0,69.0,68.0,67.0,68.0,65.0,65.0,66.0,66.0,67.0,66.0,66.0,65.0,63.0,63.0,63.0,65.0,65.0,65.0,63.0,64.0,62.0,62.0,62.0,63.0,64.0,65.0,62.0,62.0,59.0,59.0,59.0,61.0,61.0,63.0,59.0,58.0,55.0,55.0,55.0,55.0,59.0,58.0,55.0,55.0,51.0,48.0,50.0,51.0,55.0,52.0,51.0,50.0,,,,,,,,,72.91666666666667,70.825,66.95,57.375
8.0,,679.0,0.0362,0.58,0.802,-0.025,0.412,74.0,73.0,71.0,71.0,78.0,79.0,78.0,75.0,82.0,81.0,77.0,75.0,76.0,78.0,77.0,75.0,72.0,71.0,72.0,70.0,70.0,69.0,69.0,69.0,67.0,66.0,67.0,66.0,,,69.0,69.0,69.0,67.0,,,76.0,75.0,74.0,72.0,71.0,70.0,69.0,69.0,76.0,74.0,75.0,75.0,72.0,71.0,70.0,70.0,73.0,72.0,73.0,73.0,71.0,70.0,69.0,70.0,71.0,71.0,72.0,72.0,71.0,70.0,68.0,69.0,70.0,70.0,70.0,70.0,70.0,68.0,68.0,69.0,69.0,67.0,67.0,68.0,70.0,69.0,69.0,69.0,70.0,70.0,68.0,69.0,69.0,68.0,67.0,69.0,69.0,68.0,68.0,68.0,67.0,67.0,66.0,66.0,69.0,68.0,67.0,67.0,65.0,65.0,66.0,66.0,67.0,65.0,65.0,65.0,63.0,63.0,63.0,65.0,64.0,65.0,62.0,63.0,62.0,62.0,61.0,63.0,63.0,64.0,62.0,62.0,59.0,59.0,59.0,60.0,61.0,62.0,59.0,58.0,55.0,55.0,55.0,55.0,59.0,58.0,55.0,54.0,51.0,48.0,50.0,51.0,55.0,53.0,51.0,50.0,,,,,,,,,72.75,70.575,66.725,57.21875
9.0,,679.0,0.0386,0.58,0.731,-0.03,0.405,73.0,72.0,70.0,70.0,77.0,78.0,78.0,75.0,82.0,81.0,77.0,74.0,76.0,78.0,77.0,74.0,72.0,70.0,72.0,70.0,70.0,69.0,69.0,69.0,67.0,66.0,67.0,65.0,,,69.0,68.0,69.0,67.0,,,76.0,74.0,74.0,72.0,70.0,70.0,69.0,69.0,76.0,74.0,75.0,74.0,71.0,71.0,70.0,70.0,72.0,71.0,73.0,73.0,71.0,69.0,69.0,70.0,71.0,71.0,72.0,72.0,71.0,70.0,68.0,69.0,70.0,69.0,70.0,70.0,70.0,68.0,68.0,69.0,68.0,67.0,67.0,68.0,70.0,69.0,69.0,69.0,70.0,69.0,68.0,69.0,68.0,68.0,67.0,69.0,69.0,68.0,68.0,68.0,67.0,66.0,66.0,66.0,68.0,67.0,67.0,67.0,65.0,65.0,66.0,66.0,67.0,65.0,65.0,65.0,62.0,63.0,63.0,65.0,64.0,64.0,62.0,63.0,62.0,62.0,61.0,63.0,63.0,64.0,62.0,62.0,59.0,59.0,58.0,60.0,61.0,62.0,59.0,58.0,55.0,55.0,55.0,54.0,59.0,58.0,55.0,54.0,51.0,48.0,50.0,51.0,55.0,53.0,51.0,50.0,,,,,,,,,72.41666666666667,70.375,66.55,57.15625
