时间,烟气层,CO,透光,1D,0.5D,辐射3,1.5D,1-1,1-2,1-3,1-4,1-5,1-6,1-7,1-8,1-9,1-10,1-11,1-12,1-13,1-14,1-15,1-16,1-17,1-18,1-19,1-20,1-21,1-22,1-23,1-24,1-25,1-26,1-27,1-28,1-29,1-30,1-31,1-32,1-33,1-34,1-35,1-36,1-37,1-38,1-39,1-40,2-1,2-2,2-3,2-4,2-5,2-6,2-7,2-8,2-9,2-10,2-11,2-12,2-13,2-14,2-15,2-16,2-17,2-18,2-19,2-20,2-21,2-22,2-23,2-24,2-25,2-26,2-27,2-28,2-29,2-30,2-31,2-32,2-33,2-34,2-35,2-36,2-37,2-38,2-39,2-40,3-1,3-2,3-3,3-4,3-5,3-6,3-7,3-8,3-9,3-10,3-11,3-12,3-13,3-14,3-15,3-16,3-17,3-18,3-19,3-20,3-21,3-22,3-23,3-24,3-25,3-26,3-27,3-28,3-29,3-30,3-31,3-32,3-33,3-34,3-35,3-36,3-37,3-38,3-39,3-40,4-1,4-2,4-3,4-4,4-5,4-6,4-7,4-8,4-9,4-10,4-11,4-12,4-13,4-14,4-15,4-16,4-17,4-18,4-19,4-20,4-21,4-22,4-23,4-24,4-25,4-26,4-27,4-28,4-29,4-30,4-31,4-32,4-33,4-34,4-35,4-36,4-37,4-38,4-39,4-40,layer1_mean,layer2_mean,layer3_mean,layer4_mean
0.0,,657.0,0.0203,0.325,0.838,-0.03,0.278,72.0,71.0,71.0,70.0,74.0,77.0,77.0,74.0,81.0,79.0,76.0,73.0,75.0,75.0,76.0,74.0,70.0,68.0,70.0,68.0,67.0,67.0,67.0,67.0,65.0,64.0,65.0,63.0,,,67.0,68.0,67.0,66.0,,,72.0,73.0,72.0,70.0,68.0,69.0,68.0,67.0,73.0,73.0,72.0,73.0,69.0,69.0,68.0,68.0,71.0,71.0,71.0,72.0,68.0,68.0,67.0,68.0,69.0,69.0,70.0,70.0,68.0,68.0,66.0,67.0,68.0,68.0,67.0,68.0,67.0,66.0,66.0,67.0,67.0,66.0,65.0,66.0,66.0,66.0,66.0,67.0,67.0,68.0,66.0,67.0,65.0,65.0,64.0,66.0,67.0,66.0,65.0,66.0,63.0,64.0,63.0,63.0,66.0,65.0,64.0,65.0,62.0,62.0,63.0,63.0,64.0,63.0,63.0,63.0,58.0,59.0,60.0,62.0,62.0,63.0,59.0,60.0,57.0,57.0,59.0,60.0,59.0,62.0,59.0,60.0,53.0,53.0,55.0,57.0,58.0,60.0,56.0,57.0,51.0,51.0,53.0,53.0,54.0,56.0,52.0,53.0,49.0,47.0,48.0,49.0,50.0,50.0,50.0,48.0,,,,,,,,,70.86111111111111,68.525,63.9,54.25
1.0,,657.0,0.0213,0.317,0.767,-0.025,0.264,71.0,71.0,70.0,70.0,74.0,77.0,76.0,73.0,81.0,79.0,76.0,73.0,75.0,75.0,76.0,73.0,69.0,68.0,70.0,68.0,67.0,67.0,67.0,67.0,65.0,64.0,65.0,63.0,,,66.0,67.0,66.0,65.0,,,72.0,73.0,71.0,70.0,68.0,69.0,67.0,67.0,73.0,73.0,72.0,72.0,69.0,69.0,68.0,68.0,71.0,71.0,71.0,72.0,68.0,67.0,67.0,67.0,69.0,69.0,70.0,70.0,68.0,68.0,66.0,67.0,68.0,68.0,67.0,68.0,67.0,66.0,66.0,67.0,67.0,66.0,65.0,66.0,66.0,66.0,66.0,66.0,67.0,67.0,65.0,66.0,65.0,65.0,64.0,66.0,67.0,66.0,65.0,65.0,63.0,64.0,63.0,63.0,66.0,65.0,64.0,65.0,62.0,62.0,62.0,63.0,64.0,63.0,63.0,62.0,57.0,59.0,60.0,62.0,62.0,62.0,59.0,60.0,56.0,56.0,58.0,60.0,59.0,62.0,59.0,60.0,53.0,53.0,55.0,57.0,57.0,60.0,55.0,57.0,51.0,51.0,53.0,53.0,54.0,56.0,52.0,53.0,49.0,47.0,48.0,49.0,50.0,50.0,50.0,48.0,,,,,,,,,70.55555555555556,68.425,63.675,54.09375
2.0,,657.0,0.0214,0.308,0.767,-0.025,0.258,71.0,71.0,70.0,69.0,74.0,77.0,76.0,73.0,80.0,78.0,75.0,72.0,74.0,75.0,75.0,73.0,69.0,68.0,70.0,68.0,67.0,67.0,67.0,67.0,65.0,64.0,64.0,63.0,,,66.0,67.0,66.0,65.0,,,72.0,73.0,71.0,70.0,68.0,69.0,67.0,67.0,73.0,73.0,72.0,72.0,68.0,69.0,68.0,68.0,70.0,70.0,71.0,71.0,68.0,67.0,67.0,67.0,69.0,69.0,70.0,70.0,68.0,68.0,66.0,67.0,68.0,68.0,67.0,68.0,67.0,66.0,66.0,67.0,67.0,66.0,65.0,66.0,66.0,66.0,66.0,66.0,67.0,67.0,65.0,66.0,65.0,65.0,64.0,65.0,67.0,66.0,65.0,65.0,63.0,64.0,63.0,63.0,65.0,65.0,64.0,64.0,61.0,62.0,62.0,62.0,64.0,63.0,63.0,62.0,57.0,59.0,60.0,61.0,61.0,62.0,59.0,60.0,56.0,56.0,58.0,60.0,59.0,61.0,58.0,59.0,53.0,53.0,55.0,57.0,57.0,60.0,55.0,57.0,51.0,51.0,52.0,53.0,54.0,56.0,52.0,53.0,49.0,47.0,48.0,49.0,50.0,50.0,49.0,48.0,,,,,,,,,70.33333333333333,68.325,63.5,53.9375
3.0,,657.0,0.0222,0.313,0.702,-0.025,0.231,71.0,71.0,70.0,69.0,73.0,76.0,76.0,73.0,80.0,78.0,75.0,72.0,74.0,75.0,75.0,73.0,69.0,67.0,70.0,68.0,66.0,66.0,66.0,66.0,64.0,64.0,64.0,63.0,,,66.0,67.0,66.0,65.0,,,71.0,72.0,71.0,69.0,68.0,68.0,67.0,67.0,72.0,73.0,71.0,72.0,68.0,69.0,67.0,68.0,70.0,70.0,71.0,71.0,68.0,67.0,67.0,67.0,68.0,69.0,70.0,70.0,68.0,67.0,66.0,67.0,68.0,68.0,67.0,67.0,66.0,66.0,65.0,66.0,66.0,66.0,65.0,66.0,66.0,66.0,66.0,66.0,67.0,67.0,65.0,66.0,65.0,65.0,64.0,65.0,67.0,66.0,65.0,65.0,63.0,64.0,63.0,62.0,65.0,65.0,64.0,64.0,61.0,62.0,62.0,62.0,63.0,62.0,62.0,62.0,57.0,59.0,59.0,61.0,61.0,61.0,59.0,60.0,56.0,56.0,58.0,59.0,58.0,61.0,58.0,59.0,53.0,53.0,55.0,56.0,57.0,59.0,55.0,57.0,51.0,51.0,52.0,53.0,54.0,56.0,52.0,52.0,49.0,47.0,48.0,49.0,50.0,50.0,49.0,48.0,,,,,,,,,70.02777777777777,68.05,63.35,53.78125
4.0,,657.0,0.0217,0.33,0.749,-0.03,0.244,71.0,70.0,70.0,69.0,73.0,76.0,76.0,73.0,80.0,78.0,75.0,72.0,74.0,74.0,75.0,72.0,69.0,67.0,69.0,68.0,66.0,66.0,66.0,66.0,64.0,64.0,64.0,63.0,,,66.0,67.0,66.0,65.0,,,71.0,72.0,71.0,69.0,68.0,68.0,67.0,67.0,72.0,72.0,71.0,72.0,68.0,68.0,67.0,67.0,70.0,70.0,70.0,71.0,67.0,67.0,66.0,67.0,68.0,69.0,69.0,69.0,68.0,67.0,66.0,67.0,68.0,68.0,67.0,67.0,66.0,66.0,65.0,66.0,66.0,66.0,64.0,65.0,66.0,66.0,66.0,66.0,67.0,67.0,65.0,66.0,65.0,65.0,64.0,65.0,67.0,66.0,65.0,65.0,63.0,64.0,63.0,62.0,65.0,65.0,63.0,64.0,61.0,61.0,61.0,62.0,63.0,62.0,62.0,62.0,57.0,59.0,59.0,61.0,60.0,61.0,58.0,60.0,56.0,56.0,58.0,59.0,58.0,61.0,58.0,59.0,53.0,52.0,55.0,56.0,57.0,59.0,55.0,56.0,51.0,50.0,52.0,52.0,53.0,55.0,52.0,52.0,49.0,47.0,48.0,49.0,50.0,50.0,49.0,47.0,,,,,,,,,69.91666666666667,67.8,63.225,53.5625
5.0,,657.0,0.0225,0.33,0.631,-0.025,0.258,71.0,70.0,69.0,69.0,73.0,76.0,76.0,72.0,79.0,77.0,75.0,72.0,74.0,74.0,75.0,72.0,69.0,67.0,69.0,68.0,66.0,66.0,66.0,66.0,64.0,64.0,64.0,63.0,,,66.0,67.0,66.0,65.0,,,71.0,72.0,70.0,69.0,68.0,68.0,67.0,66.0,72.0,72.0,71.0,72.0,68.0,68.0,67.0,67.0,70.0,70.0,70.0,71.0,67.0,67.0,66.0,67.0,68.0,68.0,69.0,69.0,67.0,67.0,66.0,67.0,68.0,67.0,67.0,67.0,66.0,65.0,65.0,66.0,66.0,65.0,64.0,65.0,66.0,66.0,65.0,66.0,66.0,67.0,65.0,65.0,64.0,64.0,63.0,65.0,67.0,66.0,64.0,65.0,62.0,63.0,62.0,62.0,65.0,65.0,63.0,64.0,61.0,61.0,61.0,62.0,63.0,62.0,62.0,62.0,56.0,59.0,59.0,61.0,60.0,61.0,58.0,59.0,55.0,56.0,57.0,59.0,58.0,60.0,57.0,58.0,53.0,52.0,55.0,56.0,56.0,59.0,54.0,56.0,50.0,50.0,52.0,52.0,53.0,55.0,51.0,52.0,48.0,47.0,47.0,49.0,50.0,49.0,48.0,47.0,,,,,,,,,69.77777777777777,67.65,62.925,53.15625
6.0,,657.0,0.0225,0.342,0.601,-0.03,0.325,71.0,70.0,69.0,69.0,73.0,76.0,76.0,72.0,79.0,77.0,75.0,72.0,73.0,74.0,75.0,72.0,68.0,67.0,69.0,68.0,66.0,66.0,66.0,66.0,64.0,63.0,64.0,62.0,,,66.0,66.0,66.0,65.0,,,71.0,72.0,70.0,69.0,67.0,68.0,67.0,66.0,72.0,72.0,71.0,71.0,68.0,68.0,67.0,67.0,70.0,70.0,70.0,71.0,67.0,66.0,66.0,66.0,68.0,68.0,69.0,69.0,67.0,67.0,66.0,66.0,67.0,67.0,66.0,67.0,66.0,65.0,65.0,66.0,66.0,65.0,64.0,65.0,66.0,65.0,65.0,65.0,66.0,66.0,64.0,65.0,64.0,64.0,63.0,65.0,66.0,65.0,64.0,64.0,62.0,63.0,62.0,62.0,64.0,64.0,63.0,63.0,61.0,61.0,61.0,61.0,62.0,62.0,62.0,62.0,56.0,59.0,59.0,61.0,60.0,61.0,58.0,59.0,55.0,56.0,57.0,59.0,58.0,60.0,57.0,58.0,52.0,52.0,54.0,56.0,56.0,59.0,54.0,56.0,50.0,50.0,52.0,52.0,53.0,55.0,51.0,52.0,48.0,47.0,47.0,48.0,50.0,49.0,48.0,47.0,,,,,,,,,69.63888888888889,67.475,62.625,53.0625
7.0,,657.0,0.0225,0.368,0.607,-0.025,0.318,70.0,70.0,69.0,68.0,72.0,75.0,75.0,72.0,79.0,77.0,74.0,71.0,73.0,74.0,75.0,72.0,68.0,67.0,69.0,67.0,66.0,66.0,66.0,66.0,64.0,63.0,64.0,62.0,,,66.0,66.0,65.0,64.0,,,70.0,71.0,70.0,69.0,67.0,68.0,66.0,66.0,72.0,72.0,71.0,71.0,68.0,68.0,67.0,67.0,69.0,70.0,70.0,71.0,67.0,66.0,66.0,66.0,68.0,68.0,69.0,69.0,67.0,67.0,65.0,66.0,67.0,67.0,66.0,67.0,66.0,65.0,65.0,66.0,66.0,65.0,64.0,65.0,65.0,65.0,65.0,65.0,66.0,66.0,64.0,65.0,64.0,64.0,63.0,65.0,66.0,65.0,64.0,64.0,62.0,63.0,62.0,62.0,64.0,64.0,62.0,63.0,61.0,61.0,61.0,61.0,62.0,62.0,62.0,61.0,56.0,59.0,59.0,60.0,60.0,60.0,58.0,59.0,55.0,56.0,57.0,58.0,57.0,60.0,57.0,58.0,52.0,52.0,54.0,56.0,56.0,58.0,54.0,55.0,50.0,50.0,52.0,52.0,53.0,55.0,51.0,52.0,48.0,47.0,47.0,48.0,49.0,49.0,48.0,47.0,,,,,,,,,69.30555555555556,67.4,62.5,52.90625
8.0,,657.0,0.0229,0.372,0.607,-0.03,0.331,70.0,69.0,69.0,68.0,72.0,75.0,75.0,72.0,79.0,77.0,74.0,71.0,73.0,73.0,74.0,72.0,68.0,66.0,69.0,67.0,65.0,66.0,66.0,66.0,64.0,63.0,63.0,62.0,,,65.0,66.0,65.0,64.0,,,70.0,71.0,70.0,68.0,67.0,68.0,66.0,66.0,72.0,72.0,71.0,71.0,67.0,68.0,66.0,67.0,69.0,69.0,70.0,70.0,67.0,66.0,66.0,66.0,68.0,68.0,69.0,69.0,67.0,67.0,65.0,66.0,67.0,67.0,66.0,66.0,66.0,65.0,65.0,66.0,66.0,64.0,63.0,65.0,65.0,65.0,65.0,65.0,66.0,66.0,64.0,65.0,64.0,64.0,63.0,64.0,66.0,65.0,63.0,64.0,62.0,63.0,62.0,62.0,64.0,64.0,62.0,63.0,61.0,61.0,60.0,61.0,61.0,60.0,61.0,61.0,56.0,58.0,59.0,60.0,59.0,59.0,57.0,59.0,55.0,56.0,57.0,58.0,57.0,60.0,57.0,58.0,52.0,52.0,54.0,55.0,56.0,58.0,54.0,55.0,50.0,50.0,52.0,52.0,53.0,54.0,50.0,51.0,48.0,46.0,47.0,48.0,49.0,49.0,48.0,47.0,,,,,,,,,69.08333333333333,67.225,62.225,52.75
9.0,,652.0,0.0229,0.38,0.548,-0.025,0.331,70.0,69.0,69.0,68.0,72.0,75.0,75.0,71.0,78.0,76.0,74.0,71.0,73.0,73.0,74.0,72.0,68.0,66.0,69.0,67.0,65.0,65.0,65.0,65.0,64.0,63.0,63.0,62.0,,,65.0,66.0,65.0,64.0,,,70.0,71.0,70.0,68.0,67.0,67.0,66.0,66.0,71.0,71.0,70.0,71.0,67.0,67.0,66.0,67.0,69.0,69.0,69.0,70.0,67.0,66.0,66.0,66.0,67.0,68.0,68.0,68.0,67.0,66.0,65.0,66.0,67.0,66.0,66.0,66.0,66.0,65.0,64.0,65.0,65.0,64.0,63.0,64.0,65.0,65.0,64.0,65.0,66.0,66.0,64.0,65.0,64.0,64.0,63.0,64.0,66.0,65.0,63.0,64.0,62.0,63.0,61.0,61.0,63.0,63.0,62.0,63.0,60.0,60.0,60.0,61.0,61.0,60.0,61.0,61.0,56.0,58.0,58.0,60.0,59.0,59.0,57.0,58.0,54.0,56.0,57.0,58.0,57.0,58.0,56.0,57.0,52.0,52.0,54.0,55.0,55.0,57.0,53.0,55.0,50.0,50.0,51.0,52.0,53.0,54.0,50.0,51.0,48.0,46.0,47.0,48.0,49.0,49.0,48.0,47.0,,,,,,,,,68.91666666666667,66.85,62.0,52.46875
10.0,,652.0,0.0236,0.359,0.56,-0.025,0.271,70.0,69.0,68.0,68.0,72.0,74.0,75.0,71.0,78.0,76.0,74.0,71.0,73.0,73.0,74.0,71.0,68.0,66.0,68.0,67.0,65.0,65.0,65.0,65.0,63.0,63.0,63.0,62.0,,,65.0,66.0,65.0,64.0,,,70.0,71.0,69.0,68.0,67.0,67.0,66.0,65.0,71.0,71.0,70.0,71.0,67.0,67.0,66.0,66.0,69.0,69.0,69.0,70.0,67.0,66.0,65.0,66.0,67.0,67.0,68.0,68.0,67.0,66.0,65.0,66.0,67.0,66.0,66.0,66.0,65.0,64.0,64.0,65.0,65.0,64.0,63.0,64.0,65.0,65.0,64.0,65.0,65.0,65.0,64.0,64.0,64.0,63.0,62.0,64.0,65.0,64.0,63.0,63.0,62.0,62.0,61.0,61.0,63.0,63.0,62.0,63.0,60.0,60.0,60.0,61.0,61.0,59.0,61.0,61.0,56.0,58.0,58.0,60.0,59.0,58.0,57.0,58.0,54.0,55.0,56.0,58.0,57.0,58.0,56.0,57.0,52.0,52.0,54.0,55.0,55.0,57.0,53.0,54.0,50.0,50.0,51.0,52.0,52.0,54.0,50.0,51.0,48.0,46.0,47.0,48.0,49.0,49.0,48.0,47.0,,,,,,,,,68.75,66.7,61.725,52.34375
11.0,,652.0,0.0241,0.393,0.601,-0.025,0.284,69.0,69.0,68.0,68.0,72.0,74.0,75.0,71.0,78.0,76.0,73.0,70.0,72.0,73.0,73.0,71.0,68.0,66.0,68.0,67.0,65.0,65.0,65.0,65.0,63.0,63.0,63.0,62.0,,,65.0,66.0,65.0,64.0,,,70.0,70.0,69.0,68.0,67.0,67.0,66.0,65.0,71.0,71.0,70.0,70.0,67.0,67.0,66.0,66.0,69.0,69.0,69.0,70.0,67.0,66.0,65.0,66.0,67.0,67.0,68.0,68.0,67.0,66.0,65.0,65.0,66.0,65.0,65.0,66.0,65.0,64.0,64.0,65.0,65.0,63.0,63.0,64.0,65.0,64.0,64.0,65.0,65.0,65.0,64.0,64.0,64.0,63.0,62.0,64.0,64.0,62.0,63.0,63.0,62.0,62.0,61.0,61.0,62.0,62.0,62.0,62.0,60.0,60.0,60.0,60.0,61.0,59.0,61.0,61.0,55.0,58.0,58.0,59.0,58.0,58.0,57.0,58.0,54.0,55.0,56.0,58.0,57.0,58.0,56.0,57.0,51.0,51.0,53.0,55.0,55.0,57.0,53.0,54.0,50.0,49.0,51.0,51.0,53.0,54.0,50.0,51.0,48.0,46.0,47.0,48.0,49.0,48.0,47.0,47.0,,,,,,,,,68.58333333333333,66.55,61.45,52.15625
12.0,,652.0,0.0239,0.389,0.589,-0.025,0.331,69.0,69.0,68.0,67.0,71.0,74.0,75.0,71.0,78.0,76.0,73.0,70.0,72.0,73.0,73.0,71.0,67.0,66.0,68.0,66.0,65.0,65.0,65.0,65.0,63.0,63.0,63.0,62.0,,,65.0,65.0,65.0,63.0,,,70.0,70.0,69.0,68.0,66.0,67.0,65.0,65.0,71.0,71.0,70.0,70.0,67.0,67.0,66.0,66.0,69.0,69.0,69.0,70.0,66.0,66.0,65.0,66.0,67.0,67.0,68.0,68.0,66.0,66.0,65.0,65.0,66.0,65.0,65.0,66.0,65.0,64.0,64.0,65.0,65.0,63.0,63.0,64.0,65.0,64.0,64.0,65.0,64.0,64.0,63.0,64.0,63.0,63.0,62.0,64.0,64.0,62.0,63.0,63.0,61.0,62.0,61.0,61.0,62.0,62.0,62.0,62.0,59.0,59.0,60.0,60.0,60.0,58.0,60.0,60.0,55.0,57.0,57.0,59.0,58.0,58.0,56.0,58.0,54.0,55.0,56.0,57.0,56.0,57.0,55.0,57.0,51.0,51.0,53.0,55.0,55.0,56.0,52.0,54.0,49.0,49.0,51.0,51.0,53.0,53.0,49.0,51.0,48.0,46.0,47.0,48.0,50.0,48.0,47.0,47.0,,,,,,,,,68.41666666666667,66.45,61.1,51.90625
13.0,,652.0,0.0239,0.359,0.518,-0.025,0.291,69.0,68.0,68.0,67.0,71.0,74.0,74.0,71.0,77.0,75.0,73.0,70.0,72.0,72.0,73.0,70.0,67.0,66.0,68.0,66.0,65.0,65.0,65.0,65.0,63.0,62.0,63.0,61.0,,,64.0,65.0,65.0,63.0,,,69.0,70.0,69.0,68.0,66.0,67.0,65.0,65.0,71.0,70.0,70.0,70.0,66.0,67.0,66.0,66.0,68.0,68.0,69.0,69.0,66.0,65.0,65.0,66.0,67.0,67.0,68.0,68.0,66.0,66.0,64.0,65.0,66.0,65.0,65.0,66.0,65.0,64.0,64.0,65.0,64.0,63.0,62.0,64.0,65.0,64.0,64.0,64.0,64.0,64.0,63.0,64.0,63.0,63.0,62.0,63.0,64.0,62.0,62.0,63.0,61.0,62.0,61.0,61.0,62.0,61.0,61.0,62.0,59.0,59.0,59.0,60.0,59.0,58.0,60.0,60.0,55.0,57.0,57.0,59.0,58.0,57.0,56.0,57.0,54.0,55.0,56.0,57.0,56.0,57.0,55.0,56.0,51.0,51.0,53.0,55.0,55.0,56.0,52.0,54.0,49.0,49.0,51.0,51.0,53.0,53.0,49.0,51.0,48.0,46.0,47.0,48.0,50.0,48.0,47.0,47.0,,,,,,,,,68.13888888888889,66.225,60.875,51.875
14.0,,652.0,0.0245,0.368,0.518,-0.025,0.345,69.0,68.0,68.0,67.0,71.0,74.0,74.0,70.0,77.0,75.0,73.0,70.0,72.0,72.0,73.0,70.0,67.0,66.0,67.0,66.0,65.0,65.0,65.0,65.0,63.0,62.0,63.0,61.0,,,64.0,65.0,64.0,63.0,,,69.0,70.0,69.0,67.0,66.0,66.0,65.0,65.0,70.0,70.0,69.0,69.0,66.0,67.0,66.0,66.0,68.0,68.0,69.0,69.0,66.0,65.0,65.0,65.0,66.0,66.0,68.0,68.0,66.0,65.0,64.0,65.0,66.0,65.0,65.0,65.0,65.0,64.0,63.0,64.0,64.0,62.0,62.0,63.0,65.0,64.0,64.0,64.0,64.0,63.0,63.0,63.0,63.0,63.0,62.0,63.0,64.0,62.0,62.0,63.0,61.0,62.0,60.0,60.0,61.0,60.0,61.0,62.0,59.0,59.0,59.0,60.0,59.0,58.0,60.0,60.0,54.0,57.0,57.0,59.0,57.0,57.0,56.0,57.0,54.0,54.0,56.0,57.0,56.0,56.0,55.0,56.0,51.0,51.0,53.0,55.0,55.0,56.0,52.0,54.0,49.0,49.0,51.0,51.0,53.0,53.0,49.0,50.0,48.0,46.0,47.0,48.0,50.0,48.0,47.0,47.0,,,,,,,,,68.02777777777777,65.9,60.675,51.78125
