时间,烟气层,CO,透光,1D,0.5D,辐射3,1.5D,1-1,1-2,1-3,1-4,1-5,1-6,1-7,1-8,1-9,1-10,1-11,1-12,1-13,1-14,1-15,1-16,1-17,1-18,1-19,1-20,1-21,1-22,1-23,1-24,1-25,1-26,1-27,1-28,1-29,1-30,1-31,1-32,1-33,1-34,1-35,1-36,1-37,1-38,1-39,1-40,2-1,2-2,2-3,2-4,2-5,2-6,2-7,2-8,2-9,2-10,2-11,2-12,2-13,2-14,2-15,2-16,2-17,2-18,2-19,2-20,2-21,2-22,2-23,2-24,2-25,2-26,2-27,2-28,2-29,2-30,2-31,2-32,2-33,2-34,2-35,2-36,2-37,2-38,2-39,2-40,3-1,3-2,3-3,3-4,3-5,3-6,3-7,3-8,3-9,3-10,3-11,3-12,3-13,3-14,3-15,3-16,3-17,3-18,3-19,3-20,3-21,3-22,3-23,3-24,3-25,3-26,3-27,3-28,3-29,3-30,3-31,3-32,3-33,3-34,3-35,3-36,3-37,3-38,3-39,3-40,4-1,4-2,4-3,4-4,4-5,4-6,4-7,4-8,4-9,4-10,4-11,4-12,4-13,4-14,4-15,4-16,4-17,4-18,4-19,4-20,4-21,4-22,4-23,4-24,4-25,4-26,4-27,4-28,4-29,4-30,4-31,4-32,4-33,4-34,4-35,4-36,4-37,4-38,4-39,4-40,额外列1,layer1_mean,layer2_mean,layer3_mean,layer4_mean
10.0,,581.0,0.0294,0.351,0.678,-0.025,0.432,56.0,57.0,56.0,55.0,56.0,58.0,59.0,56.0,59.0,60.0,57.0,56.0,56.0,57.0,57.0,56.0,53.0,54.0,54.0,54.0,52.0,53.0,53.0,52.0,50.0,50.0,50.0,50.0,,,52.0,52.0,50.0,50.0,,,56.0,58.0,53.0,53.0,54.0,54.0,52.0,52.0,57.0,57.0,55.0,57.0,55.0,56.0,53.0,54.0,55.0,55.0,54.0,56.0,54.0,55.0,52.0,53.0,55.0,56.0,55.0,56.0,53.0,54.0,51.0,52.0,54.0,54.0,54.0,54.0,53.0,55.0,52.0,53.0,53.0,51.0,51.0,52.0,54.0,55.0,52.0,53.0,54.0,54.0,53.0,53.0,53.0,54.0,51.0,52.0,54.0,54.0,52.0,53.0,52.0,53.0,51.0,51.0,53.0,53.0,52.0,52.0,51.0,52.0,50.0,51.0,52.0,52.0,51.0,51.0,50.0,51.0,50.0,50.0,51.0,51.0,49.0,50.0,50.0,51.0,50.0,50.0,51.0,51.0,50.0,51.0,49.0,51.0,49.0,50.0,50.0,49.0,48.0,49.0,47.0,49.0,48.0,48.0,50.0,48.0,48.0,49.0,46.0,47.0,45.0,45.0,50.0,46.0,45.0,47.0,,,,,,,,,-200.0,54.44444444444444,53.95,52.0,48.65625
11.0,,581.0,0.0316,0.342,0.637,-0.025,0.438,56.0,56.0,55.0,55.0,55.0,58.0,59.0,56.0,59.0,60.0,57.0,56.0,56.0,57.0,57.0,56.0,53.0,53.0,53.0,54.0,52.0,52.0,53.0,52.0,50.0,50.0,50.0,50.0,,,52.0,52.0,50.0,50.0,,,56.0,58.0,53.0,53.0,54.0,54.0,51.0,52.0,57.0,57.0,55.0,56.0,55.0,56.0,53.0,54.0,55.0,55.0,54.0,55.0,53.0,54.0,52.0,53.0,55.0,56.0,55.0,56.0,53.0,54.0,51.0,52.0,54.0,53.0,54.0,54.0,53.0,54.0,52.0,53.0,53.0,51.0,51.0,52.0,54.0,55.0,52.0,53.0,53.0,54.0,53.0,53.0,53.0,54.0,51.0,52.0,53.0,53.0,52.0,53.0,52.0,53.0,51.0,51.0,53.0,53.0,51.0,52.0,51.0,52.0,50.0,51.0,51.0,52.0,51.0,51.0,50.0,51.0,49.0,50.0,50.0,51.0,49.0,50.0,50.0,51.0,50.0,50.0,50.0,51.0,50.0,51.0,49.0,51.0,49.0,50.0,50.0,49.0,48.0,49.0,47.0,49.0,48.0,48.0,50.0,48.0,48.0,49.0,46.0,47.0,45.0,45.0,50.0,46.0,45.0,47.0,,,,,,,,,-200.0,54.27777777777778,53.775,51.825,48.625
12.0,,581.0,0.0316,0.342,0.595,-0.025,0.432,56.0,56.0,55.0,55.0,55.0,57.0,59.0,56.0,59.0,59.0,57.0,56.0,55.0,56.0,56.0,56.0,53.0,53.0,53.0,54.0,52.0,52.0,52.0,52.0,50.0,50.0,50.0,50.0,,,52.0,52.0,50.0,50.0,,,56.0,57.0,53.0,53.0,54.0,54.0,51.0,52.0,57.0,56.0,55.0,56.0,54.0,56.0,53.0,54.0,55.0,55.0,54.0,55.0,53.0,54.0,52.0,53.0,55.0,55.0,55.0,56.0,53.0,54.0,51.0,52.0,53.0,53.0,53.0,54.0,53.0,54.0,52.0,53.0,53.0,51.0,51.0,52.0,54.0,55.0,52.0,53.0,53.0,54.0,53.0,53.0,52.0,54.0,51.0,52.0,53.0,53.0,52.0,53.0,52.0,53.0,50.0,51.0,52.0,53.0,51.0,52.0,51.0,52.0,50.0,51.0,51.0,52.0,51.0,51.0,50.0,51.0,49.0,50.0,50.0,51.0,49.0,50.0,50.0,51.0,49.0,50.0,50.0,51.0,50.0,51.0,49.0,50.0,49.0,50.0,49.0,48.0,48.0,49.0,47.0,49.0,48.0,48.0,50.0,48.0,48.0,49.0,46.0,47.0,45.0,45.0,50.0,46.0,45.0,47.0,,,,,,,,,-200.0,54.083333333333336,53.65,51.75,48.5
13.0,,581.0,0.0328,0.338,0.619,-0.025,0.398,56.0,56.0,55.0,55.0,55.0,57.0,59.0,56.0,59.0,59.0,57.0,56.0,55.0,56.0,56.0,56.0,52.0,53.0,53.0,54.0,52.0,52.0,52.0,52.0,50.0,50.0,50.0,50.0,,,52.0,52.0,50.0,50.0,,,56.0,57.0,53.0,53.0,53.0,54.0,51.0,52.0,56.0,56.0,55.0,56.0,54.0,55.0,52.0,53.0,55.0,55.0,54.0,55.0,53.0,54.0,51.0,52.0,54.0,55.0,54.0,55.0,53.0,54.0,51.0,52.0,53.0,53.0,53.0,54.0,53.0,54.0,51.0,53.0,52.0,51.0,51.0,51.0,54.0,54.0,52.0,52.0,53.0,54.0,53.0,53.0,52.0,54.0,51.0,52.0,53.0,53.0,52.0,52.0,52.0,53.0,50.0,51.0,52.0,53.0,51.0,52.0,51.0,52.0,50.0,51.0,51.0,52.0,51.0,51.0,49.0,51.0,49.0,50.0,50.0,51.0,49.0,50.0,50.0,51.0,49.0,50.0,50.0,50.0,50.0,50.0,49.0,50.0,49.0,50.0,49.0,48.0,48.0,49.0,47.0,49.0,48.0,47.0,50.0,48.0,47.0,49.0,45.0,47.0,45.0,45.0,50.0,45.0,45.0,47.0,,,,,,,,,-200.0,54.05555555555556,53.325,51.65,48.3125
14.0,,581.0,0.0333,0.33,0.625,-0.025,0.371,56.0,56.0,55.0,54.0,55.0,57.0,59.0,56.0,58.0,59.0,56.0,55.0,55.0,56.0,56.0,55.0,52.0,53.0,53.0,54.0,52.0,52.0,52.0,52.0,50.0,50.0,50.0,50.0,,,52.0,52.0,50.0,50.0,,,56.0,57.0,53.0,53.0,53.0,54.0,51.0,52.0,56.0,56.0,55.0,56.0,54.0,55.0,52.0,53.0,55.0,54.0,53.0,55.0,53.0,54.0,51.0,52.0,54.0,55.0,54.0,55.0,53.0,53.0,51.0,51.0,53.0,53.0,53.0,54.0,53.0,54.0,51.0,53.0,52.0,51.0,51.0,51.0,54.0,54.0,52.0,52.0,53.0,54.0,53.0,53.0,52.0,54.0,51.0,52.0,53.0,53.0,52.0,52.0,51.0,53.0,50.0,51.0,52.0,53.0,51.0,52.0,50.0,52.0,50.0,51.0,51.0,52.0,51.0,51.0,49.0,51.0,49.0,50.0,50.0,50.0,49.0,50.0,49.0,51.0,49.0,50.0,50.0,50.0,50.0,50.0,49.0,50.0,49.0,50.0,49.0,48.0,48.0,49.0,47.0,49.0,47.0,47.0,50.0,47.0,47.0,49.0,45.0,47.0,45.0,45.0,50.0,45.0,45.0,47.0,,,,,,,,,-200.0,53.916666666666664,53.225,51.575,48.21875
15.0,,581.0,0.035,0.338,0.583,-0.03,0.371,56.0,56.0,55.0,54.0,55.0,57.0,58.0,55.0,57.0,58.0,56.0,55.0,55.0,56.0,56.0,55.0,52.0,53.0,53.0,54.0,51.0,52.0,52.0,52.0,50.0,50.0,50.0,50.0,,,52.0,52.0,50.0,50.0,,,56.0,57.0,52.0,53.0,53.0,53.0,51.0,52.0,56.0,56.0,55.0,56.0,54.0,55.0,52.0,53.0,55.0,54.0,53.0,55.0,53.0,54.0,51.0,52.0,54.0,55.0,54.0,55.0,53.0,53.0,51.0,51.0,53.0,53.0,53.0,53.0,53.0,54.0,51.0,52.0,52.0,51.0,51.0,51.0,54.0,54.0,52.0,52.0,53.0,54.0,53.0,53.0,52.0,54.0,51.0,52.0,52.0,53.0,52.0,52.0,51.0,53.0,50.0,51.0,52.0,53.0,51.0,52.0,50.0,52.0,49.0,50.0,50.0,51.0,51.0,51.0,49.0,51.0,49.0,50.0,49.0,50.0,49.0,50.0,49.0,51.0,49.0,49.0,50.0,50.0,50.0,50.0,49.0,50.0,49.0,50.0,49.0,48.0,48.0,49.0,47.0,49.0,47.0,47.0,50.0,47.0,47.0,49.0,45.0,47.0,45.0,45.0,50.0,45.0,45.0,47.0,,,,,,,,,-200.0,53.75,53.15,51.425,48.1875
16.0,,581.0,0.0357,0.338,0.578,-0.025,0.311,55.0,55.0,54.0,54.0,55.0,57.0,58.0,55.0,57.0,58.0,56.0,55.0,55.0,56.0,56.0,55.0,52.0,53.0,53.0,53.0,51.0,52.0,52.0,52.0,50.0,49.0,49.0,49.0,,,52.0,52.0,50.0,50.0,,,56.0,57.0,52.0,53.0,53.0,53.0,51.0,51.0,56.0,56.0,54.0,56.0,54.0,55.0,52.0,53.0,54.0,54.0,53.0,55.0,53.0,53.0,51.0,52.0,54.0,55.0,54.0,55.0,53.0,53.0,51.0,51.0,53.0,52.0,53.0,53.0,53.0,54.0,51.0,52.0,52.0,51.0,50.0,51.0,54.0,54.0,52.0,52.0,53.0,54.0,52.0,53.0,52.0,53.0,50.0,51.0,52.0,53.0,52.0,52.0,51.0,53.0,50.0,51.0,51.0,53.0,51.0,51.0,50.0,51.0,49.0,50.0,50.0,51.0,51.0,51.0,49.0,51.0,49.0,50.0,49.0,50.0,49.0,50.0,49.0,50.0,49.0,49.0,49.0,50.0,50.0,50.0,49.0,50.0,49.0,50.0,49.0,48.0,48.0,49.0,47.0,49.0,47.0,47.0,50.0,47.0,47.0,49.0,45.0,47.0,45.0,45.0,50.0,45.0,45.0,47.0,,,,,,,,,-200.0,53.55555555555556,53.0,51.25,48.125
17.0,,581.0,0.0359,0.296,0.548,-0.025,0.351,55.0,55.0,54.0,54.0,54.0,56.0,58.0,55.0,57.0,58.0,55.0,55.0,54.0,56.0,56.0,55.0,52.0,53.0,53.0,53.0,51.0,52.0,52.0,52.0,50.0,49.0,49.0,49.0,,,52.0,52.0,49.0,49.0,,,55.0,56.0,52.0,52.0,53.0,53.0,51.0,51.0,56.0,55.0,54.0,56.0,54.0,55.0,52.0,53.0,54.0,54.0,53.0,55.0,53.0,53.0,51.0,52.0,54.0,54.0,54.0,55.0,52.0,53.0,51.0,51.0,53.0,52.0,53.0,53.0,53.0,53.0,51.0,52.0,52.0,51.0,50.0,51.0,53.0,54.0,51.0,52.0,52.0,54.0,52.0,52.0,52.0,53.0,50.0,51.0,52.0,53.0,52.0,52.0,51.0,52.0,50.0,51.0,51.0,53.0,51.0,51.0,50.0,51.0,49.0,50.0,50.0,51.0,50.0,50.0,49.0,51.0,49.0,50.0,49.0,50.0,48.0,49.0,49.0,50.0,49.0,49.0,49.0,50.0,49.0,50.0,48.0,50.0,49.0,50.0,49.0,48.0,48.0,48.0,47.0,49.0,47.0,47.0,49.0,47.0,47.0,49.0,45.0,47.0,45.0,45.0,50.0,45.0,45.0,47.0,,,,,,,,,-200.0,53.30555555555556,52.9,51.025,48.0
18.0,,581.0,0.0364,0.321,0.554,-0.025,0.358,55.0,55.0,54.0,54.0,54.0,56.0,58.0,55.0,57.0,58.0,55.0,55.0,54.0,56.0,56.0,55.0,52.0,52.0,53.0,53.0,51.0,52.0,52.0,52.0,50.0,49.0,49.0,49.0,,,51.0,51.0,49.0,49.0,,,55.0,56.0,52.0,52.0,53.0,53.0,51.0,51.0,56.0,55.0,54.0,56.0,54.0,55.0,52.0,53.0,54.0,54.0,53.0,54.0,53.0,53.0,51.0,52.0,53.0,54.0,54.0,55.0,52.0,53.0,50.0,51.0,53.0,52.0,53.0,53.0,52.0,53.0,51.0,52.0,51.0,50.0,50.0,51.0,53.0,54.0,51.0,52.0,52.0,54.0,52.0,52.0,52.0,53.0,50.0,51.0,52.0,52.0,51.0,52.0,51.0,52.0,50.0,50.0,51.0,52.0,51.0,51.0,50.0,51.0,49.0,50.0,50.0,51.0,50.0,50.0,49.0,50.0,49.0,50.0,49.0,50.0,48.0,49.0,49.0,50.0,49.0,49.0,49.0,49.0,49.0,50.0,48.0,50.0,49.0,50.0,48.0,47.0,47.0,48.0,47.0,49.0,47.0,47.0,49.0,47.0,47.0,49.0,45.0,47.0,45.0,45.0,50.0,45.0,45.0,47.0,,,,,,,,,-200.0,53.22222222222222,52.75,50.9,47.875
19.0,,579.0,0.0374,0.308,0.572,-0.03,0.325,55.0,55.0,54.0,54.0,54.0,56.0,58.0,55.0,56.0,58.0,55.0,55.0,54.0,55.0,56.0,55.0,52.0,52.0,52.0,53.0,51.0,51.0,52.0,51.0,50.0,49.0,49.0,49.0,,,51.0,51.0,49.0,49.0,,,55.0,56.0,52.0,52.0,53.0,53.0,51.0,51.0,55.0,55.0,54.0,56.0,54.0,55.0,52.0,53.0,54.0,53.0,53.0,54.0,53.0,53.0,51.0,52.0,53.0,54.0,54.0,55.0,52.0,53.0,50.0,51.0,52.0,52.0,53.0,53.0,52.0,53.0,51.0,52.0,51.0,50.0,50.0,51.0,53.0,54.0,51.0,52.0,52.0,54.0,52.0,52.0,51.0,53.0,50.0,51.0,52.0,52.0,51.0,52.0,51.0,52.0,50.0,50.0,50.0,52.0,51.0,51.0,50.0,51.0,49.0,50.0,49.0,51.0,50.0,50.0,49.0,50.0,48.0,49.0,49.0,49.0,48.0,49.0,49.0,50.0,49.0,49.0,49.0,49.0,49.0,50.0,48.0,50.0,49.0,50.0,48.0,47.0,47.0,48.0,47.0,49.0,47.0,47.0,49.0,47.0,47.0,49.0,45.0,47.0,45.0,45.0,50.0,45.0,45.0,46.0,,,,,,,,,-200.0,53.083333333333336,52.675,50.75,47.84375
20.0,,579.0,0.0376,0.334,0.578,-0.025,0.325,55.0,55.0,54.0,54.0,54.0,56.0,57.0,55.0,56.0,58.0,55.0,54.0,54.0,55.0,55.0,55.0,51.0,52.0,52.0,53.0,51.0,51.0,52.0,51.0,50.0,49.0,49.0,49.0,,,51.0,51.0,49.0,49.0,,,55.0,56.0,52.0,52.0,52.0,53.0,50.0,51.0,55.0,55.0,54.0,55.0,53.0,54.0,52.0,53.0,54.0,53.0,53.0,54.0,52.0,53.0,51.0,52.0,53.0,54.0,54.0,55.0,52.0,53.0,50.0,51.0,52.0,52.0,52.0,53.0,52.0,53.0,51.0,52.0,51.0,50.0,50.0,51.0,53.0,53.0,51.0,52.0,51.0,53.0,52.0,52.0,51.0,53.0,50.0,51.0,51.0,52.0,51.0,52.0,51.0,52.0,50.0,50.0,50.0,52.0,50.0,51.0,50.0,51.0,49.0,50.0,49.0,50.0,50.0,50.0,49.0,50.0,48.0,49.0,48.0,49.0,48.0,49.0,49.0,50.0,49.0,49.0,49.0,49.0,49.0,49.0,48.0,50.0,49.0,50.0,48.0,47.0,47.0,48.0,47.0,49.0,47.0,47.0,49.0,47.0,47.0,48.0,45.0,47.0,45.0,45.0,50.0,45.0,45.0,46.0,,,,,,,,,-200.0,52.97222222222222,52.5,50.575,47.78125
21.0,,579.0,0.0381,0.321,0.578,-0.025,0.345,55.0,55.0,54.0,54.0,54.0,56.0,57.0,55.0,56.0,57.0,54.0,54.0,54.0,55.0,55.0,54.0,51.0,52.0,52.0,53.0,51.0,51.0,51.0,51.0,49.0,49.0,49.0,49.0,,,51.0,51.0,49.0,49.0,,,55.0,56.0,52.0,52.0,52.0,53.0,50.0,51.0,55.0,55.0,54.0,55.0,53.0,54.0,52.0,53.0,53.0,53.0,52.0,54.0,52.0,53.0,51.0,52.0,53.0,54.0,53.0,55.0,52.0,52.0,50.0,51.0,52.0,51.0,52.0,53.0,52.0,53.0,51.0,52.0,51.0,50.0,50.0,50.0,53.0,53.0,51.0,52.0,51.0,53.0,52.0,52.0,51.0,53.0,50.0,51.0,51.0,52.0,51.0,52.0,51.0,52.0,49.0,50.0,50.0,52.0,50.0,51.0,50.0,51.0,49.0,50.0,49.0,50.0,50.0,50.0,49.0,50.0,48.0,49.0,48.0,49.0,48.0,49.0,49.0,50.0,48.0,49.0,48.0,49.0,49.0,49.0,48.0,50.0,48.0,49.0,48.0,47.0,47.0,48.0,46.0,48.0,47.0,47.0,49.0,46.0,47.0,48.0,45.0,47.0,45.0,45.0,50.0,45.0,45.0,46.0,,,,,,,,,-200.0,52.833333333333336,52.35,50.55,47.5625
22.0,,579.0,0.039,0.33,0.512,-0.025,0.318,55.0,54.0,53.0,53.0,54.0,55.0,57.0,54.0,55.0,57.0,54.0,54.0,54.0,55.0,55.0,54.0,51.0,52.0,52.0,53.0,50.0,51.0,51.0,51.0,49.0,49.0,49.0,49.0,,,51.0,51.0,49.0,49.0,,,55.0,56.0,52.0,52.0,52.0,53.0,50.0,51.0,55.0,55.0,53.0,55.0,53.0,54.0,52.0,52.0,53.0,53.0,52.0,54.0,52.0,53.0,50.0,51.0,53.0,54.0,53.0,55.0,52.0,52.0,50.0,51.0,52.0,51.0,52.0,53.0,52.0,52.0,50.0,52.0,50.0,50.0,50.0,50.0,53.0,53.0,51.0,51.0,51.0,53.0,51.0,52.0,51.0,53.0,50.0,51.0,51.0,52.0,51.0,51.0,51.0,52.0,49.0,50.0,50.0,52.0,50.0,51.0,50.0,51.0,49.0,50.0,48.0,50.0,50.0,50.0,49.0,50.0,48.0,49.0,48.0,49.0,48.0,49.0,49.0,50.0,48.0,49.0,48.0,49.0,49.0,49.0,48.0,50.0,48.0,49.0,48.0,47.0,47.0,48.0,46.0,48.0,47.0,47.0,49.0,46.0,47.0,48.0,45.0,47.0,45.0,45.0,50.0,45.0,45.0,46.0,,,,,,,,,-200.0,52.638888888888886,52.175,50.45,47.5625
23.0,,579.0,0.0399,0.308,0.495,-0.03,0.331,54.0,54.0,53.0,53.0,54.0,55.0,57.0,54.0,55.0,57.0,54.0,54.0,53.0,55.0,55.0,54.0,51.0,52.0,52.0,53.0,50.0,51.0,51.0,51.0,49.0,49.0,49.0,49.0,,,51.0,51.0,49.0,49.0,,,55.0,55.0,51.0,52.0,52.0,53.0,50.0,51.0,55.0,54.0,53.0,55.0,53.0,54.0,51.0,52.0,53.0,53.0,52.0,54.0,52.0,53.0,50.0,51.0,53.0,53.0,53.0,54.0,52.0,52.0,50.0,50.0,52.0,51.0,52.0,53.0,52.0,52.0,50.0,52.0,50.0,49.0,49.0,50.0,52.0,53.0,51.0,51.0,51.0,53.0,51.0,52.0,51.0,52.0,50.0,50.0,50.0,52.0,51.0,51.0,50.0,52.0,49.0,50.0,50.0,51.0,50.0,51.0,49.0,51.0,49.0,50.0,48.0,50.0,50.0,50.0,49.0,50.0,48.0,49.0,48.0,49.0,48.0,49.0,49.0,50.0,48.0,49.0,48.0,49.0,49.0,49.0,48.0,50.0,48.0,49.0,47.0,46.0,47.0,48.0,46.0,48.0,47.0,47.0,49.0,46.0,47.0,48.0,45.0,47.0,44.0,45.0,50.0,44.0,45.0,46.0,,,,,,,,,-200.0,52.52777777777778,52.0,50.275,47.4375
24.0,,579.0,0.0415,0.308,0.518,-0.025,0.284,54.0,54.0,53.0,53.0,53.0,55.0,57.0,54.0,55.0,57.0,54.0,54.0,53.0,55.0,55.0,54.0,51.0,52.0,52.0,52.0,50.0,51.0,51.0,51.0,49.0,49.0,49.0,49.0,,,51.0,51.0,49.0,49.0,,,55.0,55.0,51.0,52.0,52.0,52.0,50.0,50.0,55.0,54.0,53.0,55.0,53.0,54.0,51.0,52.0,53.0,53.0,52.0,54.0,52.0,52.0,50.0,51.0,52.0,53.0,53.0,54.0,52.0,52.0,50.0,50.0,52.0,51.0,52.0,52.0,52.0,52.0,50.0,52.0,50.0,49.0,49.0,50.0,52.0,53.0,51.0,51.0,51.0,53.0,51.0,52.0,51.0,52.0,50.0,50.0,50.0,52.0,51.0,51.0,50.0,52.0,49.0,50.0,50.0,51.0,50.0,51.0,49.0,51.0,48.0,50.0,48.0,50.0,49.0,50.0,48.0,50.0,48.0,49.0,48.0,49.0,48.0,49.0,49.0,50.0,48.0,49.0,48.0,48.0,49.0,49.0,48.0,50.0,48.0,49.0,47.0,46.0,47.0,48.0,46.0,48.0,47.0,47.0,49.0,46.0,47.0,48.0,45.0,47.0,44.0,45.0,50.0,44.0,45.0,46.0,,,,,,,,,-200.0,52.47222222222222,51.875,50.2,47.40625
25.0,,579.0,0.0421,0.317,0.495,-0.03,0.331,54.0,54.0,53.0,53.0,53.0,55.0,57.0,54.0,55.0,56.0,54.0,53.0,53.0,54.0,54.0,54.0,51.0,51.0,52.0,52.0,50.0,51.0,51.0,51.0,49.0,49.0,49.0,49.0,,,50.0,51.0,49.0,49.0,,,55.0,55.0,51.0,51.0,52.0,52.0,50.0,50.0,55.0,54.0,53.0,55.0,53.0,54.0,51.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,50.0,51.0,52.0,53.0,53.0,54.0,52.0,52.0,50.0,50.0,51.0,51.0,52.0,52.0,52.0,52.0,50.0,52.0,50.0,49.0,49.0,50.0,52.0,53.0,50.0,51.0,51.0,53.0,51.0,51.0,51.0,52.0,49.0,50.0,50.0,52.0,51.0,51.0,50.0,52.0,49.0,50.0,49.0,51.0,50.0,50.0,49.0,50.0,48.0,50.0,48.0,50.0,49.0,50.0,48.0,50.0,48.0,49.0,47.0,49.0,47.0,49.0,49.0,50.0,48.0,48.0,48.0,48.0,49.0,49.0,48.0,50.0,48.0,49.0,47.0,46.0,47.0,48.0,46.0,48.0,47.0,47.0,48.0,46.0,46.0,48.0,45.0,47.0,44.0,45.0,50.0,44.0,45.0,46.0,,,,,,,,,-200.0,52.27777777777778,51.8,50.0,47.3125
26.0,,579.0,0.0442,0.3,0.518,-0.025,0.278,54.0,54.0,53.0,53.0,53.0,55.0,56.0,54.0,54.0,56.0,53.0,53.0,53.0,54.0,54.0,54.0,51.0,51.0,51.0,52.0,50.0,50.0,51.0,51.0,49.0,49.0,49.0,49.0,,,50.0,51.0,49.0,48.0,,,54.0,55.0,51.0,51.0,52.0,52.0,50.0,50.0,54.0,54.0,53.0,55.0,53.0,54.0,51.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,50.0,51.0,52.0,53.0,53.0,54.0,51.0,52.0,50.0,50.0,51.0,51.0,52.0,52.0,51.0,52.0,50.0,51.0,50.0,49.0,49.0,50.0,52.0,53.0,50.0,51.0,51.0,52.0,51.0,51.0,51.0,52.0,49.0,50.0,50.0,51.0,50.0,51.0,50.0,51.0,49.0,49.0,49.0,51.0,50.0,50.0,49.0,50.0,48.0,49.0,48.0,49.0,49.0,50.0,48.0,50.0,48.0,49.0,47.0,48.0,47.0,48.0,49.0,50.0,48.0,48.0,48.0,48.0,48.0,49.0,48.0,49.0,48.0,49.0,47.0,46.0,47.0,47.0,46.0,48.0,46.0,46.0,48.0,46.0,46.0,48.0,45.0,47.0,44.0,45.0,49.0,44.0,44.0,46.0,,,,,,,,,-200.0,52.083333333333336,51.7,49.775,47.09375
27.0,,579.0,0.0449,0.3,0.53,-0.03,0.278,54.0,53.0,52.0,52.0,53.0,55.0,56.0,54.0,54.0,56.0,53.0,53.0,53.0,54.0,54.0,53.0,50.0,51.0,51.0,52.0,50.0,50.0,51.0,50.0,49.0,48.0,48.0,48.0,,,50.0,50.0,48.0,48.0,,,54.0,55.0,51.0,51.0,52.0,52.0,50.0,50.0,54.0,54.0,53.0,54.0,53.0,54.0,51.0,52.0,53.0,52.0,52.0,53.0,51.0,52.0,50.0,51.0,52.0,53.0,53.0,54.0,51.0,52.0,50.0,50.0,51.0,50.0,52.0,52.0,51.0,52.0,50.0,51.0,50.0,49.0,49.0,50.0,52.0,53.0,50.0,51.0,51.0,52.0,51.0,51.0,51.0,52.0,49.0,50.0,50.0,51.0,50.0,51.0,50.0,51.0,49.0,49.0,49.0,51.0,49.0,50.0,49.0,50.0,48.0,49.0,48.0,49.0,49.0,50.0,48.0,50.0,48.0,49.0,47.0,48.0,47.0,48.0,49.0,50.0,48.0,48.0,47.0,48.0,48.0,49.0,48.0,49.0,48.0,49.0,47.0,46.0,46.0,47.0,46.0,48.0,46.0,46.0,48.0,46.0,46.0,48.0,45.0,47.0,44.0,45.0,49.0,44.0,44.0,46.0,,,,,,,,,-200.0,51.77777777777778,51.625,49.75,47.03125
28.0,,579.0,0.0465,0.317,0.518,-0.025,0.284,54.0,53.0,52.0,52.0,53.0,54.0,56.0,53.0,54.0,56.0,53.0,53.0,53.0,54.0,54.0,53.0,50.0,51.0,51.0,52.0,50.0,50.0,51.0,50.0,49.0,48.0,48.0,48.0,,,50.0,50.0,48.0,48.0,,,54.0,55.0,51.0,51.0,52.0,52.0,50.0,50.0,54.0,53.0,53.0,54.0,52.0,53.0,51.0,52.0,53.0,52.0,52.0,53.0,51.0,52.0,50.0,51.0,52.0,52.0,52.0,54.0,51.0,51.0,49.0,50.0,51.0,50.0,52.0,52.0,51.0,51.0,50.0,51.0,49.0,48.0,49.0,50.0,52.0,52.0,50.0,51.0,50.0,52.0,51.0,51.0,50.0,52.0,49.0,50.0,50.0,51.0,50.0,51.0,50.0,51.0,49.0,49.0,49.0,51.0,49.0,50.0,49.0,50.0,48.0,49.0,47.0,49.0,49.0,49.0,48.0,49.0,48.0,49.0,47.0,48.0,47.0,48.0,48.0,50.0,48.0,48.0,47.0,48.0,48.0,49.0,48.0,49.0,48.0,49.0,47.0,46.0,46.0,47.0,46.0,48.0,46.0,46.0,48.0,46.0,46.0,48.0,45.0,46.0,44.0,45.0,49.0,44.0,44.0,46.0,,,,,,,,,-200.0,51.72222222222222,51.375,49.6,46.96875
29.0,,576.0,0.0471,0.3,0.489,-0.025,0.318,54.0,53.0,52.0,52.0,52.0,54.0,56.0,53.0,54.0,56.0,53.0,53.0,53.0,54.0,54.0,53.0,50.0,51.0,51.0,52.0,49.0,50.0,50.0,50.0,49.0,48.0,48.0,48.0,,,50.0,50.0,48.0,48.0,,,54.0,55.0,51.0,51.0,51.0,52.0,50.0,50.0,54.0,53.0,53.0,54.0,52.0,53.0,51.0,52.0,52.0,52.0,51.0,53.0,51.0,51.0,50.0,51.0,52.0,52.0,52.0,54.0,51.0,51.0,49.0,50.0,51.0,50.0,51.0,52.0,51.0,51.0,50.0,51.0,49.0,48.0,49.0,49.0,52.0,52.0,50.0,51.0,50.0,52.0,51.0,51.0,50.0,52.0,49.0,50.0,50.0,51.0,50.0,51.0,50.0,51.0,49.0,49.0,49.0,51.0,49.0,50.0,49.0,50.0,48.0,49.0,47.0,49.0,49.0,49.0,48.0,49.0,47.0,48.0,47.0,48.0,47.0,48.0,48.0,50.0,48.0,48.0,47.0,48.0,48.0,48.0,48.0,49.0,48.0,49.0,47.0,46.0,46.0,47.0,46.0,48.0,46.0,46.0,48.0,46.0,46.0,48.0,45.0,46.0,44.0,45.0,49.0,44.0,44.0,46.0,,,,,,,,,-200.0,51.638888888888886,51.225,49.55,46.9375
