time,CO,CO_mask,Trans,Trans_mask,k,k_mask,Heat_0.5D,Heat_0.5D_mask,Heat_1D,Heat_1D_mask,Heat_1.5D,Heat_1.5D_mask,T_m1_01,T_m1_01_mask,T_m1_02,T_m1_02_mask,T_m1_03,T_m1_03_mask,T_m1_04,T_m1_04_mask,T_m1_05,T_m1_05_mask,T_m1_06,T_m1_06_mask,T_m1_07,T_m1_07_mask,T_m1_08,T_m1_08_mask,T_m1_09,T_m1_09_mask,T_m1_10,T_m1_10_mask,T_m1_11,T_m1_11_mask,T_m1_12,T_m1_12_mask,T_m1_13,T_m1_13_mask,T_m1_14,T_m1_14_mask,T_m1_15,T_m1_15_mask,T_m1_16,T_m1_16_mask,T_m1_17,T_m1_17_mask,T_m1_18,T_m1_18_mask,T_m1_19,T_m1_19_mask,T_m1_20,T_m1_20_mask,T_m1_21,T_m1_21_mask,T_m1_22,T_m1_22_mask,T_m1_23,T_m1_23_mask,T_m1_24,T_m1_24_mask,T_m1_25,T_m1_25_mask,T_m1_26,T_m1_26_mask,T_m1_27,T_m1_27_mask,T_m1_28,T_m1_28_mask,T_m1_29,T_m1_29_mask,T_m1_30,T_m1_30_mask,T_m1_31,T_m1_31_mask,T_m1_32,T_m1_32_mask,T_m1_33,T_m1_33_mask,T_m1_34,T_m1_34_mask,T_m1_35,T_m1_35_mask,T_m1_36,T_m1_36_mask,T_m1_37,T_m1_37_mask,T_m1_38,T_m1_38_mask,T_m1_39,T_m1_39_mask,T_m1_40,T_m1_40_mask,T_m2_01,T_m2_01_mask,T_m2_02,T_m2_02_mask,T_m2_03,T_m2_03_mask,T_m2_04,T_m2_04_mask,T_m2_05,T_m2_05_mask,T_m2_06,T_m2_06_mask,T_m2_07,T_m2_07_mask,T_m2_08,T_m2_08_mask,T_m2_09,T_m2_09_mask,T_m2_10,T_m2_10_mask,T_m2_11,T_m2_11_mask,T_m2_12,T_m2_12_mask,T_m2_13,T_m2_13_mask,T_m2_14,T_m2_14_mask,T_m2_15,T_m2_15_mask,T_m2_16,T_m2_16_mask,T_m2_17,T_m2_17_mask,T_m2_18,T_m2_18_mask,T_m2_19,T_m2_19_mask,T_m2_20,T_m2_20_mask,T_m2_21,T_m2_21_mask,T_m2_22,T_m2_22_mask,T_m2_23,T_m2_23_mask,T_m2_24,T_m2_24_mask,T_m2_25,T_m2_25_mask,T_m2_26,T_m2_26_mask,T_m2_27,T_m2_27_mask,T_m2_28,T_m2_28_mask,T_m2_29,T_m2_29_mask,T_m2_30,T_m2_30_mask,T_m2_31,T_m2_31_mask,T_m2_32,T_m2_32_mask,T_m2_33,T_m2_33_mask,T_m2_34,T_m2_34_mask,T_m2_35,T_m2_35_mask,T_m2_36,T_m2_36_mask,T_m2_37,T_m2_37_mask,T_m2_38,T_m2_38_mask,T_m2_39,T_m2_39_mask,T_m2_40,T_m2_40_mask,T_m3_01,T_m3_01_mask,T_m3_02,T_m3_02_mask,T_m3_03,T_m3_03_mask,T_m3_04,T_m3_04_mask,T_m3_05,T_m3_05_mask,T_m3_06,T_m3_06_mask,T_m3_07,T_m3_07_mask,T_m3_08,T_m3_08_mask,T_m3_09,T_m3_09_mask,T_m3_10,T_m3_10_mask,T_m3_11,T_m3_11_mask,T_m3_12,T_m3_12_mask,T_m3_13,T_m3_13_mask,T_m3_14,T_m3_14_mask,T_m3_15,T_m3_15_mask,T_m3_16,T_m3_16_mask,T_m3_17,T_m3_17_mask,T_m3_18,T_m3_18_mask,T_m3_19,T_m3_19_mask,T_m3_20,T_m3_20_mask,T_m3_21,T_m3_21_mask,T_m3_22,T_m3_22_mask,T_m3_23,T_m3_23_mask,T_m3_24,T_m3_24_mask,T_m3_25,T_m3_25_mask,T_m3_26,T_m3_26_mask,T_m3_27,T_m3_27_mask,T_m3_28,T_m3_28_mask,T_m3_29,T_m3_29_mask,T_m3_30,T_m3_30_mask,T_m3_31,T_m3_31_mask,T_m3_32,T_m3_32_mask,T_m3_33,T_m3_33_mask,T_m3_34,T_m3_34_mask,T_m3_35,T_m3_35_mask,T_m3_36,T_m3_36_mask,T_m3_37,T_m3_37_mask,T_m3_38,T_m3_38_mask,T_m3_39,T_m3_39_mask,T_m3_40,T_m3_40_mask,T_m4_01,T_m4_01_mask,T_m4_02,T_m4_02_mask,T_m4_03,T_m4_03_mask,T_m4_04,T_m4_04_mask,T_m4_05,T_m4_05_mask,T_m4_06,T_m4_06_mask,T_m4_07,T_m4_07_mask,T_m4_08,T_m4_08_mask,T_m4_09,T_m4_09_mask,T_m4_10,T_m4_10_mask,T_m4_11,T_m4_11_mask,T_m4_12,T_m4_12_mask,T_m4_13,T_m4_13_mask,T_m4_14,T_m4_14_mask,T_m4_15,T_m4_15_mask,T_m4_16,T_m4_16_mask,T_m4_17,T_m4_17_mask,T_m4_18,T_m4_18_mask,T_m4_19,T_m4_19_mask,T_m4_20,T_m4_20_mask,T_m4_21,T_m4_21_mask,T_m4_22,T_m4_22_mask,T_m4_23,T_m4_23_mask,T_m4_24,T_m4_24_mask,T_m4_25,T_m4_25_mask,T_m4_26,T_m4_26_mask,T_m4_27,T_m4_27_mask,T_m4_28,T_m4_28_mask,T_m4_29,T_m4_29_mask,T_m4_30,T_m4_30_mask,T_m4_31,T_m4_31_mask,T_m4_32,T_m4_32_mask,T_m4_33,T_m4_33_mask,T_m4_34,T_m4_34_mask,T_m4_35,T_m4_35_mask,T_m4_36,T_m4_36_mask,T_m4_37,T_m4_37_mask,T_m4_38,T_m4_38_mask,T_m4_39,T_m4_39_mask,T_m4_40,T_m4_40_mask,LayerMean_1,LayerMean_1_mask,LayerMean_2,LayerMean_2_mask,LayerMean_3,LayerMean_3_mask,LayerMean_4,LayerMean_4_mask,Heat_max,Heat_avg,顶层平均温度,底层平均温度,上下层温差,温度最大值,CO_diff,k_diff,Heat_diff
0.0,490.0,1.0,0.0276,1.0,3.589939594268799,1.0,0.489,1.0,0.69,1.0,0.398,1.0,95.0,1.0,96.0,1.0,97.0,1.0,96.0,1.0,97.0,1.0,105.0,1.0,108.0,1.0,103.0,1.0,112.0,1.0,111.0,1.0,107.0,1.0,100.0,1.0,98.0,1.0,100.0,1.0,102.0,1.0,99.0,1.0,90.0,1.0,91.0,1.0,90.0,1.0,88.0,1.0,87.0,1.0,88.0,1.0,86.0,1.0,83.0,1.0,82.0,1.0,84.0,1.0,83.0,1.0,80.0,1.0,,0.0,,0.0,88.0,1.0,90.0,1.0,84.0,1.0,83.0,1.0,,0.0,,0.0,99.0,1.0,97.0,1.0,96.0,1.0,93.0,1.0,90.0,1.0,92.0,1.0,86.0,1.0,84.0,1.0,102.0,1.0,102.0,1.0,97.0,1.0,95.0,1.0,91.0,1.0,92.0,1.0,86.0,1.0,84.0,1.0,96.0,1.0,98.0,1.0,94.0,1.0,94.0,1.0,90.0,1.0,92.0,1.0,86.0,1.0,85.0,1.0,93.0,1.0,94.0,1.0,92.0,1.0,92.0,1.0,90.0,1.0,91.0,1.0,86.0,1.0,85.0,1.0,90.0,1.0,92.0,1.0,86.0,1.0,87.0,1.0,87.0,1.0,87.0,1.0,83.0,1.0,84.0,1.0,86.0,1.0,89.0,1.0,82.0,1.0,85.0,1.0,84.0,1.0,86.0,1.0,82.0,1.0,83.0,1.0,89.0,1.0,88.0,1.0,83.0,1.0,86.0,1.0,84.0,1.0,83.0,1.0,80.0,1.0,82.0,1.0,87.0,1.0,85.0,1.0,81.0,1.0,83.0,1.0,80.0,1.0,80.0,1.0,78.0,1.0,77.0,1.0,86.0,1.0,83.0,1.0,81.0,1.0,81.0,1.0,77.0,1.0,76.0,1.0,75.0,1.0,77.0,1.0,85.0,1.0,77.0,1.0,79.0,1.0,77.0,1.0,74.0,1.0,73.0,1.0,72.0,1.0,74.0,1.0,80.0,1.0,73.0,1.0,73.0,1.0,73.0,1.0,70.0,1.0,68.0,1.0,69.0,1.0,71.0,1.0,76.0,1.0,69.0,1.0,71.0,1.0,72.0,1.0,64.0,1.0,62.0,1.0,64.0,1.0,65.0,1.0,72.0,1.0,65.0,1.0,66.0,1.0,66.0,1.0,57.0,1.0,57.0,1.0,59.0,1.0,59.0,1.0,62.0,1.0,60.0,1.0,59.0,1.0,60.0,1.0,50.0,1.0,53.0,1.0,51.0,1.0,52.0,1.0,46.0,1.0,53.0,1.0,51.0,1.0,53.0,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,94.11111111111111,1.0,89.925,1.0,80.175,1.0,61.625,1.0,0.69,0.5256666666666666,94.11111111111111,61.625,32.486111111111114,112.0,,,
1.0,490.0,1.0,0.0283,1.0,3.5648934841156006,1.0,0.394,1.0,0.869,1.0,0.311,1.0,94.0,1.0,96.0,1.0,97.0,1.0,96.0,1.0,97.0,1.0,105.0,1.0,108.0,1.0,103.0,1.0,111.0,1.0,109.0,1.0,106.0,1.0,99.0,1.0,96.0,1.0,99.0,1.0,102.0,1.0,99.0,1.0,90.0,1.0,91.0,1.0,90.0,1.0,88.0,1.0,86.0,1.0,87.0,1.0,86.0,1.0,82.0,1.0,81.0,1.0,83.0,1.0,83.0,1.0,80.0,1.0,,0.0,,0.0,88.0,1.0,90.0,1.0,84.0,1.0,82.0,1.0,,0.0,,0.0,98.0,1.0,96.0,1.0,96.0,1.0,92.0,1.0,90.0,1.0,91.0,1.0,85.0,1.0,83.0,1.0,100.0,1.0,101.0,1.0,97.0,1.0,95.0,1.0,91.0,1.0,92.0,1.0,86.0,1.0,84.0,1.0,95.0,1.0,97.0,1.0,93.0,1.0,93.0,1.0,89.0,1.0,91.0,1.0,86.0,1.0,84.0,1.0,92.0,1.0,93.0,1.0,91.0,1.0,91.0,1.0,89.0,1.0,90.0,1.0,85.0,1.0,84.0,1.0,90.0,1.0,92.0,1.0,86.0,1.0,87.0,1.0,87.0,1.0,87.0,1.0,83.0,1.0,84.0,1.0,86.0,1.0,88.0,1.0,82.0,1.0,84.0,1.0,84.0,1.0,86.0,1.0,82.0,1.0,83.0,1.0,88.0,1.0,86.0,1.0,82.0,1.0,85.0,1.0,83.0,1.0,82.0,1.0,80.0,1.0,81.0,1.0,87.0,1.0,85.0,1.0,81.0,1.0,83.0,1.0,79.0,1.0,79.0,1.0,77.0,1.0,76.0,1.0,85.0,1.0,83.0,1.0,81.0,1.0,81.0,1.0,77.0,1.0,76.0,1.0,75.0,1.0,76.0,1.0,83.0,1.0,75.0,1.0,77.0,1.0,76.0,1.0,73.0,1.0,73.0,1.0,72.0,1.0,74.0,1.0,80.0,1.0,72.0,1.0,73.0,1.0,72.0,1.0,69.0,1.0,67.0,1.0,68.0,1.0,70.0,1.0,75.0,1.0,69.0,1.0,71.0,1.0,72.0,1.0,64.0,1.0,62.0,1.0,64.0,1.0,65.0,1.0,70.0,1.0,65.0,1.0,65.0,1.0,65.0,1.0,56.0,1.0,57.0,1.0,59.0,1.0,59.0,1.0,61.0,1.0,60.0,1.0,58.0,1.0,59.0,1.0,49.0,1.0,52.0,1.0,51.0,1.0,52.0,1.0,46.0,1.0,53.0,1.0,51.0,1.0,53.0,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,93.61111111111111,1.0,89.35,1.0,79.575,1.0,61.15625,1.0,0.869,0.5246666666666666,93.61111111111111,61.15625,32.454861111111114,111.0,0.0,-0.025046110153198242,0.17900000000000005
2.0,488.0,1.0,0.0279,1.0,3.5791287422180176,1.0,0.53,1.0,0.949,1.0,0.365,1.0,94.0,1.0,95.0,1.0,96.0,1.0,95.0,1.0,96.0,1.0,104.0,1.0,107.0,1.0,102.0,1.0,110.0,1.0,108.0,1.0,106.0,1.0,99.0,1.0,96.0,1.0,99.0,1.0,100.0,1.0,98.0,1.0,89.0,1.0,90.0,1.0,89.0,1.0,87.0,1.0,86.0,1.0,86.0,1.0,86.0,1.0,82.0,1.0,81.0,1.0,83.0,1.0,82.0,1.0,79.0,1.0,,0.0,,0.0,87.0,1.0,89.0,1.0,83.0,1.0,81.0,1.0,,0.0,,0.0,98.0,1.0,96.0,1.0,95.0,1.0,92.0,1.0,89.0,1.0,90.0,1.0,85.0,1.0,83.0,1.0,100.0,1.0,101.0,1.0,96.0,1.0,94.0,1.0,90.0,1.0,91.0,1.0,86.0,1.0,84.0,1.0,95.0,1.0,97.0,1.0,93.0,1.0,93.0,1.0,89.0,1.0,91.0,1.0,86.0,1.0,84.0,1.0,91.0,1.0,92.0,1.0,90.0,1.0,90.0,1.0,88.0,1.0,89.0,1.0,85.0,1.0,84.0,1.0,89.0,1.0,91.0,1.0,85.0,1.0,86.0,1.0,86.0,1.0,86.0,1.0,82.0,1.0,83.0,1.0,85.0,1.0,88.0,1.0,82.0,1.0,84.0,1.0,83.0,1.0,84.0,1.0,81.0,1.0,82.0,1.0,87.0,1.0,86.0,1.0,82.0,1.0,85.0,1.0,83.0,1.0,82.0,1.0,80.0,1.0,81.0,1.0,86.0,1.0,84.0,1.0,80.0,1.0,82.0,1.0,79.0,1.0,79.0,1.0,77.0,1.0,76.0,1.0,84.0,1.0,82.0,1.0,80.0,1.0,81.0,1.0,77.0,1.0,74.0,1.0,75.0,1.0,75.0,1.0,82.0,1.0,75.0,1.0,77.0,1.0,76.0,1.0,73.0,1.0,71.0,1.0,71.0,1.0,73.0,1.0,79.0,1.0,72.0,1.0,72.0,1.0,71.0,1.0,69.0,1.0,67.0,1.0,68.0,1.0,70.0,1.0,75.0,1.0,68.0,1.0,70.0,1.0,70.0,1.0,63.0,1.0,61.0,1.0,64.0,1.0,65.0,1.0,70.0,1.0,65.0,1.0,65.0,1.0,65.0,1.0,56.0,1.0,56.0,1.0,58.0,1.0,58.0,1.0,60.0,1.0,59.0,1.0,58.0,1.0,59.0,1.0,49.0,1.0,52.0,1.0,50.0,1.0,52.0,1.0,45.0,1.0,54.0,1.0,50.0,1.0,52.0,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,92.94444444444444,1.0,88.825,1.0,78.975,1.0,60.71875,1.0,0.949,0.6146666666666667,92.94444444444444,60.71875,32.22569444444444,110.0,-2.0,0.014235258102416992,0.07999999999999996
3.0,486.0,1.0,0.0358,1.0,3.3298075199127197,1.0,0.465,1.0,0.949,1.0,0.325,1.0,93.0,1.0,94.0,1.0,95.0,1.0,95.0,1.0,96.0,1.0,104.0,1.0,107.0,1.0,102.0,1.0,110.0,1.0,108.0,1.0,104.0,1.0,97.0,1.0,95.0,1.0,97.0,1.0,99.0,1.0,96.0,1.0,88.0,1.0,89.0,1.0,89.0,1.0,87.0,1.0,86.0,1.0,86.0,1.0,85.0,1.0,82.0,1.0,81.0,1.0,82.0,1.0,81.0,1.0,79.0,1.0,,0.0,,0.0,87.0,1.0,89.0,1.0,83.0,1.0,81.0,1.0,,0.0,,0.0,97.0,1.0,95.0,1.0,95.0,1.0,91.0,1.0,89.0,1.0,90.0,1.0,84.0,1.0,82.0,1.0,99.0,1.0,99.0,1.0,95.0,1.0,94.0,1.0,90.0,1.0,91.0,1.0,86.0,1.0,84.0,1.0,94.0,1.0,95.0,1.0,92.0,1.0,92.0,1.0,88.0,1.0,91.0,1.0,85.0,1.0,84.0,1.0,91.0,1.0,92.0,1.0,90.0,1.0,90.0,1.0,88.0,1.0,89.0,1.0,84.0,1.0,83.0,1.0,88.0,1.0,89.0,1.0,84.0,1.0,86.0,1.0,86.0,1.0,86.0,1.0,82.0,1.0,83.0,1.0,84.0,1.0,87.0,1.0,81.0,1.0,83.0,1.0,83.0,1.0,84.0,1.0,81.0,1.0,82.0,1.0,87.0,1.0,85.0,1.0,81.0,1.0,84.0,1.0,83.0,1.0,81.0,1.0,79.0,1.0,80.0,1.0,86.0,1.0,84.0,1.0,80.0,1.0,82.0,1.0,79.0,1.0,78.0,1.0,77.0,1.0,75.0,1.0,83.0,1.0,80.0,1.0,79.0,1.0,79.0,1.0,76.0,1.0,72.0,1.0,74.0,1.0,75.0,1.0,82.0,1.0,74.0,1.0,77.0,1.0,75.0,1.0,72.0,1.0,69.0,1.0,70.0,1.0,72.0,1.0,79.0,1.0,71.0,1.0,72.0,1.0,71.0,1.0,68.0,1.0,66.0,1.0,67.0,1.0,69.0,1.0,73.0,1.0,66.0,1.0,70.0,1.0,70.0,1.0,63.0,1.0,61.0,1.0,63.0,1.0,65.0,1.0,69.0,1.0,63.0,1.0,64.0,1.0,64.0,1.0,55.0,1.0,56.0,1.0,58.0,1.0,58.0,1.0,60.0,1.0,59.0,1.0,57.0,1.0,58.0,1.0,49.0,1.0,51.0,1.0,50.0,1.0,51.0,1.0,44.0,1.0,52.0,1.0,50.0,1.0,52.0,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,92.36111111111111,1.0,88.25,1.0,78.325,1.0,60.03125,1.0,0.949,0.5796666666666667,92.36111111111111,60.03125,32.329861111111114,110.0,-2.0,-0.24932122230529785,0.0
4.0,486.0,1.0,0.0479,1.0,3.038639783859253,1.0,0.388,1.0,0.813,1.0,0.231,1.0,93.0,1.0,94.0,1.0,95.0,1.0,94.0,1.0,95.0,1.0,102.0,1.0,105.0,1.0,100.0,1.0,108.0,1.0,106.0,1.0,103.0,1.0,97.0,1.0,94.0,1.0,97.0,1.0,99.0,1.0,96.0,1.0,88.0,1.0,89.0,1.0,88.0,1.0,86.0,1.0,85.0,1.0,85.0,1.0,84.0,1.0,82.0,1.0,80.0,1.0,82.0,1.0,81.0,1.0,78.0,1.0,,0.0,,0.0,86.0,1.0,88.0,1.0,82.0,1.0,81.0,1.0,,0.0,,0.0,96.0,1.0,95.0,1.0,94.0,1.0,91.0,1.0,89.0,1.0,90.0,1.0,84.0,1.0,82.0,1.0,99.0,1.0,99.0,1.0,95.0,1.0,93.0,1.0,89.0,1.0,90.0,1.0,85.0,1.0,83.0,1.0,94.0,1.0,95.0,1.0,92.0,1.0,92.0,1.0,88.0,1.0,89.0,1.0,85.0,1.0,83.0,1.0,90.0,1.0,91.0,1.0,89.0,1.0,89.0,1.0,87.0,1.0,88.0,1.0,83.0,1.0,83.0,1.0,88.0,1.0,89.0,1.0,84.0,1.0,85.0,1.0,86.0,1.0,85.0,1.0,82.0,1.0,82.0,1.0,83.0,1.0,86.0,1.0,81.0,1.0,83.0,1.0,82.0,1.0,83.0,1.0,80.0,1.0,81.0,1.0,85.0,1.0,84.0,1.0,80.0,1.0,83.0,1.0,83.0,1.0,81.0,1.0,79.0,1.0,80.0,1.0,84.0,1.0,83.0,1.0,79.0,1.0,81.0,1.0,78.0,1.0,77.0,1.0,76.0,1.0,75.0,1.0,83.0,1.0,80.0,1.0,79.0,1.0,79.0,1.0,76.0,1.0,72.0,1.0,74.0,1.0,74.0,1.0,79.0,1.0,72.0,1.0,75.0,1.0,74.0,1.0,72.0,1.0,69.0,1.0,70.0,1.0,72.0,1.0,76.0,1.0,69.0,1.0,71.0,1.0,70.0,1.0,68.0,1.0,66.0,1.0,67.0,1.0,69.0,1.0,73.0,1.0,66.0,1.0,69.0,1.0,69.0,1.0,61.0,1.0,60.0,1.0,62.0,1.0,65.0,1.0,69.0,1.0,63.0,1.0,64.0,1.0,64.0,1.0,55.0,1.0,56.0,1.0,57.0,1.0,57.0,1.0,59.0,1.0,57.0,1.0,55.0,1.0,58.0,1.0,48.0,1.0,51.0,1.0,50.0,1.0,51.0,1.0,44.0,1.0,52.0,1.0,49.0,1.0,51.0,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,91.63888888888889,1.0,87.75,1.0,77.5,1.0,59.53125,1.0,0.813,0.4773333333333334,91.63888888888889,59.53125,32.107638888888886,108.0,0.0,-0.2911677360534668,-0.136
5.0,486.0,1.0,0.0612,1.0,2.7936081886291504,1.0,-0.002,1.0,0.712,1.0,0.137,1.0,92.0,1.0,92.0,1.0,93.0,1.0,93.0,1.0,95.0,1.0,102.0,1.0,105.0,1.0,100.0,1.0,108.0,1.0,106.0,1.0,103.0,1.0,96.0,1.0,94.0,1.0,96.0,1.0,98.0,1.0,95.0,1.0,88.0,1.0,89.0,1.0,88.0,1.0,86.0,1.0,85.0,1.0,85.0,1.0,84.0,1.0,81.0,1.0,80.0,1.0,81.0,1.0,81.0,1.0,78.0,1.0,,0.0,,0.0,86.0,1.0,88.0,1.0,82.0,1.0,81.0,1.0,,0.0,,0.0,94.0,1.0,94.0,1.0,93.0,1.0,89.0,1.0,88.0,1.0,89.0,1.0,84.0,1.0,82.0,1.0,97.0,1.0,98.0,1.0,93.0,1.0,92.0,1.0,89.0,1.0,90.0,1.0,85.0,1.0,83.0,1.0,92.0,1.0,94.0,1.0,91.0,1.0,91.0,1.0,87.0,1.0,88.0,1.0,84.0,1.0,82.0,1.0,90.0,1.0,91.0,1.0,89.0,1.0,89.0,1.0,87.0,1.0,88.0,1.0,83.0,1.0,82.0,1.0,86.0,1.0,88.0,1.0,83.0,1.0,84.0,1.0,86.0,1.0,85.0,1.0,82.0,1.0,82.0,1.0,81.0,1.0,85.0,1.0,80.0,1.0,82.0,1.0,81.0,1.0,83.0,1.0,80.0,1.0,81.0,1.0,85.0,1.0,84.0,1.0,80.0,1.0,83.0,1.0,81.0,1.0,80.0,1.0,78.0,1.0,80.0,1.0,80.0,1.0,83.0,1.0,79.0,1.0,81.0,1.0,78.0,1.0,77.0,1.0,76.0,1.0,75.0,1.0,79.0,1.0,79.0,1.0,78.0,1.0,79.0,1.0,74.0,1.0,72.0,1.0,74.0,1.0,74.0,1.0,79.0,1.0,72.0,1.0,75.0,1.0,74.0,1.0,71.0,1.0,68.0,1.0,70.0,1.0,71.0,1.0,74.0,1.0,69.0,1.0,70.0,1.0,69.0,1.0,66.0,1.0,65.0,1.0,67.0,1.0,68.0,1.0,73.0,1.0,66.0,1.0,69.0,1.0,69.0,1.0,61.0,1.0,60.0,1.0,62.0,1.0,64.0,1.0,66.0,1.0,62.0,1.0,63.0,1.0,63.0,1.0,55.0,1.0,56.0,1.0,57.0,1.0,57.0,1.0,59.0,1.0,57.0,1.0,55.0,1.0,57.0,1.0,48.0,1.0,51.0,1.0,50.0,1.0,51.0,1.0,47.0,1.0,51.0,1.0,49.0,1.0,51.0,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,91.13888888888889,1.0,87.05,1.0,76.9,1.0,59.21875,1.0,0.712,0.2823333333333333,91.13888888888889,59.21875,31.920138888888886,108.0,0.0,-0.24503159523010254,-0.10099999999999998
6.0,485.0,1.0,0.0648,1.0,2.736449718475342,1.0,-0.032,1.0,0.644,1.0,0.137,1.0,92.0,1.0,92.0,1.0,93.0,1.0,93.0,1.0,92.0,1.0,100.0,1.0,104.0,1.0,99.0,1.0,106.0,1.0,106.0,1.0,103.0,1.0,96.0,1.0,94.0,1.0,96.0,1.0,98.0,1.0,95.0,1.0,87.0,1.0,88.0,1.0,88.0,1.0,86.0,1.0,84.0,1.0,85.0,1.0,83.0,1.0,80.0,1.0,79.0,1.0,80.0,1.0,81.0,1.0,78.0,1.0,,0.0,,0.0,84.0,1.0,87.0,1.0,82.0,1.0,80.0,1.0,,0.0,,0.0,94.0,1.0,93.0,1.0,92.0,1.0,89.0,1.0,86.0,1.0,88.0,1.0,83.0,1.0,81.0,1.0,96.0,1.0,98.0,1.0,93.0,1.0,92.0,1.0,87.0,1.0,89.0,1.0,84.0,1.0,82.0,1.0,90.0,1.0,94.0,1.0,90.0,1.0,91.0,1.0,87.0,1.0,88.0,1.0,84.0,1.0,82.0,1.0,87.0,1.0,90.0,1.0,88.0,1.0,88.0,1.0,84.0,1.0,88.0,1.0,83.0,1.0,82.0,1.0,86.0,1.0,88.0,1.0,83.0,1.0,84.0,1.0,83.0,1.0,84.0,1.0,81.0,1.0,81.0,1.0,80.0,1.0,85.0,1.0,79.0,1.0,82.0,1.0,81.0,1.0,82.0,1.0,80.0,1.0,80.0,1.0,82.0,1.0,83.0,1.0,80.0,1.0,83.0,1.0,81.0,1.0,80.0,1.0,78.0,1.0,79.0,1.0,80.0,1.0,82.0,1.0,78.0,1.0,80.0,1.0,76.0,1.0,76.0,1.0,76.0,1.0,75.0,1.0,79.0,1.0,79.0,1.0,78.0,1.0,78.0,1.0,74.0,1.0,71.0,1.0,73.0,1.0,73.0,1.0,76.0,1.0,72.0,1.0,74.0,1.0,73.0,1.0,69.0,1.0,68.0,1.0,70.0,1.0,71.0,1.0,73.0,1.0,69.0,1.0,69.0,1.0,69.0,1.0,65.0,1.0,64.0,1.0,67.0,1.0,68.0,1.0,70.0,1.0,65.0,1.0,67.0,1.0,68.0,1.0,60.0,1.0,59.0,1.0,62.0,1.0,63.0,1.0,66.0,1.0,62.0,1.0,63.0,1.0,63.0,1.0,54.0,1.0,55.0,1.0,57.0,1.0,57.0,1.0,58.0,1.0,57.0,1.0,54.0,1.0,56.0,1.0,48.0,1.0,51.0,1.0,50.0,1.0,51.0,1.0,47.0,1.0,51.0,1.0,48.0,1.0,50.0,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,90.52777777777777,1.0,86.275,1.0,76.25,1.0,58.625,1.0,0.644,0.24966666666666668,90.52777777777777,58.625,31.90277777777777,106.0,-1.0,-0.057158470153808594,-0.06799999999999995
